ingredient_code,ingredient_description,Alcohol,Caffeine,Calcium,Carbohydrate,"Carotene, alpha","Carotene, beta",Cholesterol,"Choline, total",Copper,"Cryptoxanthin, beta",Energy,"Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated","Fatty acids, total saturated","Fiber, total dietary","Folate, DFE","Folate, food","Folate, total",Folic acid,Iron,Lutein + zeaxanthin,Lycopene,Magnesium,Niacin,Phosphorus,Potassium,Protein,Retinol,Riboflavin,Selenium,Sodium,"Sugars, total",Theobromine,Thiamin,Total Fat,"Vitamin A, RAE",Vitamin B-12,"Vitamin B-12, added",Vitamin B-6,Vitamin C,Vitamin D (D2 + D3),Vitamin E (alpha-tocopherol),"Vitamin E, added",Vitamin K (phylloquinone),Water,Zinc,10:0,12:0,14:0,16:0,16:1,18:0,18:1,18:2,18:3,18:4,20:1,20:4,20:5 n-3,22:1,22:5 n-3,22:6 n-3,4:0,6:0,8:0,ingredient_description_first,ingredient_description_second,ingredient_description_third
15145,"Crustaceans, crayfish, mixed species, wild, raw",0.0,0,27,0.0,0,0,114,80.9,0.419,0,77,0.174,0.293,0.159,0.0,37,37,37,0,0.84,0,0,27,2.208,256,302,15.97,16,0.032,31.6,58,0.0,0,0.07,0.95,16,2.0,0.0,0.108,1.2,0.0,2.85,0.0,0.1,82.24,1.3,0.0,0.0,0.002,0.102,0.028,0.042,0.113,0.052,0.032,0.005,0.01,0.045,0.104,0.018,0.01,0.038,0.0,0.0,0.0,Crustaceans, crayfish," mixed species, wild, raw"
15147,"Crustaceans, lobster, northern, raw",0.0,0,84,0.0,0,0,127,70.3,1.349,0,77,0.22,0.296,0.181,0.0,10,10,10,0,0.26,0,0,38,1.591,161,200,16.52,1,0.014,63.6,423,0.0,0,0.02,0.75,1,1.25,0.0,0.104,0.0,0.0,0.87,0.0,0.0,80.95,3.53,0.0,0.002,0.01,0.11,0.03,0.045,0.157,0.033,0.043,0.002,0.027,0.026,0.102,0.002,0.006,0.068,0.0,0.0,0.0,Crustaceans, lobster," northern, raw"
15148,"Crustaceans, lobster, northern, cooked, moist heat",0.0,0,96,0.0,0,0,146,80.9,1.55,0,89,0.253,0.34,0.208,0.0,11,11,11,0,0.29,0,0,43,1.83,185,230,19.0,1,0.017,73.1,486,0.0,0,0.023,0.86,1,1.43,0.0,0.119,0.0,0.0,1.0,0.0,0.0,78.11,4.05,0.0,0.003,0.011,0.126,0.034,0.052,0.18,0.038,0.05,0.002,0.031,0.03,0.117,0.003,0.006,0.078,0.0,0.0,0.0,Crustaceans, lobster," northern, cooked, moist heat"
15149,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",0.0,0,54,0.91,0,0,126,80.9,0.182,0,71,0.181,0.295,0.261,0.0,19,19,19,0,0.21,0,0,22,1.778,244,113,13.61,54,0.015,29.6,119,0.0,0,0.02,1.01,54,1.11,0.0,0.161,0.0,0.1,1.32,0.0,0.3,83.01,0.97,0.0,0.005,0.011,0.142,0.02,0.078,0.112,0.095,0.006,0.0,0.003,0.034,0.068,0.0,0.006,0.07,0.0,0.0,0.0,Crustaceans, shrimp," mixed species, raw (may contain additives to retain moisture)"
15151,"Crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)",0.0,0,91,1.52,0,0,211,135.4,0.258,0,119,0.361,0.59,0.521,0.0,24,24,24,0,0.32,0,0,37,2.678,306,170,22.78,90,0.024,49.5,111,0.0,0,0.032,1.7,90,1.66,0.0,0.242,0.0,0.1,2.2,0.0,0.4,71.56,1.63,0.0,0.01,0.022,0.284,0.04,0.157,0.224,0.191,0.012,0.0,0.006,0.067,0.135,0.0,0.012,0.141,0.0,0.0,0.0,Crustaceans, shrimp," mixed species, cooked, moist heat (may contain additives to retain moisture)"
15152,"Crustaceans, shrimp, mixed species, canned",0.0,0,145,0.0,0,0,252,80.9,0.262,0,100,0.108,0.684,0.188,0.0,9,9,9,0,2.13,0,0,33,0.558,195,80,20.42,0,0.015,47.5,870,0.0,0,0.007,1.36,0,0.74,0.0,0.01,4.1,0.0,1.1,0.0,0.0,75.85,1.96,0.001,0.001,0.003,0.083,0.02,0.07,0.069,0.015,0.008,0.007,0.006,0.043,0.293,0.006,0.052,0.252,0.0,0.0,0.0,Crustaceans, shrimp," mixed species, canned"
15155,"Mollusks, abalone, mixed species, raw",0.0,0,31,6.01,0,0,85,65.0,0.196,0,105,0.107,0.104,0.149,0.0,5,5,5,0,3.19,0,0,48,1.5,190,250,17.1,2,0.1,44.8,301,0.0,0,0.19,0.76,2,0.73,0.0,0.15,2.0,0.0,4.0,0.0,23.0,74.56,0.82,0.0,0.0,0.023,0.103,0.02,0.021,0.087,0.007,0.0,0.006,0.0,0.0,0.049,0.0,0.041,0.0,0.0,0.0,0.0,Mollusks, abalone," mixed species, raw"
15157,"Mollusks, clam, mixed species, raw",0.0,0,39,3.57,0,0,30,65.0,0.053,0,86,0.12,0.192,0.187,0.0,5,5,5,0,1.62,0,0,19,0.35,198,46,14.67,90,0.04,30.6,56,0.0,0,0.015,0.96,90,11.28,0.0,0.01,0.0,0.0,0.68,0.0,0.2,78.98,0.51,0.0,0.004,0.008,0.11,0.02,0.05,0.06,0.042,0.015,0.001,0.007,0.011,0.043,0.0,0.007,0.064,0.0,0.0,0.0,Mollusks, clam," mixed species, raw"
15160,"Mollusks, clam, mixed species, canned, drained solids",0.0,0,65,5.9,0,0,50,107.4,0.087,0,142,0.198,0.318,0.309,0.0,7,7,7,0,2.68,0,0,32,0.578,327,628,24.25,149,0.066,50.5,112,0.0,0,0.024,1.59,149,18.63,0.0,0.016,0.0,0.1,1.12,0.0,0.3,65.26,0.84,0.0,0.007,0.012,0.181,0.032,0.083,0.098,0.07,0.025,0.002,0.011,0.017,0.07,0.0,0.012,0.106,0.0,0.0,0.0,Mollusks, clam," mixed species, canned, drained solids"
15162,"Mollusks, clam, mixed species, canned, liquid",0.0,0,13,0.1,0,0,3,13.0,0.389,0,2,0.002,0.006,0.002,0.0,2,2,2,0,0.3,0,0,11,0.18,114,149,0.4,9,0.02,4.1,215,0.0,0,0.01,0.02,9,5.0,0.0,0.01,1.0,0.0,0.31,0.0,0.2,97.7,0.1,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.002,0.0,0.0,0.0,Mollusks, clam," mixed species, canned, liquid"
15164,"Mollusks, mussel, blue, raw",0.0,0,26,3.69,0,0,28,65.0,0.094,0,86,0.507,0.606,0.425,0.0,42,42,42,0,3.95,0,0,34,1.6,197,320,11.9,48,0.21,44.8,286,0.0,0,0.16,2.24,48,12.0,0.0,0.05,8.0,0.0,0.55,0.0,0.1,80.58,1.6,0.0,0.0,0.059,0.294,0.138,0.068,0.205,0.018,0.02,0.035,0.138,0.07,0.188,0.026,0.022,0.253,0.0,0.0,0.0,Mollusks, mussel," blue, raw"
15166,"Mollusks, octopus, common, raw",0.0,0,53,2.2,0,0,48,65.0,0.435,0,82,0.162,0.239,0.227,0.0,16,16,16,0,5.3,0,0,30,2.1,186,350,14.91,45,0.04,44.8,230,0.0,0,0.03,1.04,45,20.0,0.0,0.36,5.0,0.0,1.2,0.0,0.1,80.25,1.68,0.0,0.0,0.025,0.148,0.066,0.05,0.062,0.009,0.0,0.028,0.024,0.039,0.076,0.01,0.006,0.081,0.0,0.0,0.0,Mollusks, octopus," common, raw"
15167,"Mollusks, oyster, eastern, wild, raw",0.0,0,59,2.72,0,0,40,65.0,2.858,0,51,0.253,0.528,0.474,0.0,7,7,7,0,4.61,0,0,18,0.925,97,156,5.71,13,0.09,19.7,85,0.62,0,0.018,1.71,13,8.75,0.0,0.031,0.0,0.0,0.85,0.0,1.0,89.04,39.3,0.0,0.001,0.05,0.319,0.052,0.066,0.168,0.041,0.084,0.048,0.028,0.022,0.177,0.001,0.01,0.136,0.0,0.0,0.0,Mollusks, oyster," eastern, wild, raw"
15170,"Mollusks, oyster, eastern, canned",0.0,0,45,3.91,0,0,55,81.0,4.461,0,68,0.25,0.739,0.631,0.0,9,9,9,0,6.7,0,0,54,1.244,139,229,7.06,90,0.166,35.8,112,0.0,0,0.15,2.47,90,19.13,0.0,0.095,5.0,0.0,0.85,0.0,0.1,85.14,90.95,0.0,0.0,0.109,0.435,0.074,0.06,0.097,0.049,0.037,0.096,0.06,0.068,0.211,0.009,0.05,0.228,0.0,0.0,0.0,Mollusks, oyster," eastern, canned"
15172,"Mollusks, scallop, mixed species, raw",0.0,0,6,3.18,0,0,24,65.0,0.023,0,69,0.048,0.13,0.128,0.0,16,16,16,0,0.38,0,0,22,0.703,334,205,12.06,1,0.015,12.8,161,0.0,0,0.007,0.49,1,1.41,0.0,0.073,0.0,0.0,0.0,0.0,0.0,82.53,0.91,0.0,0.001,0.008,0.081,0.009,0.029,0.031,0.008,0.003,0.004,0.005,0.005,0.042,0.001,0.003,0.061,0.0,0.0,0.0,Mollusks, scallop," mixed species, raw"
15175,"Mollusks, squid, mixed species, raw",0.0,0,32,3.08,0,0,233,65.0,1.891,0,92,0.107,0.524,0.358,0.0,5,5,5,0,0.68,0,0,33,2.175,221,246,15.58,10,0.412,44.8,44,0.0,0,0.02,1.38,10,1.3,0.0,0.056,4.7,0.0,1.2,0.0,0.0,78.55,1.53,0.0,0.0,0.036,0.263,0.008,0.058,0.046,0.002,0.004,0.006,0.044,0.009,0.146,0.007,0.004,0.342,0.0,0.0,0.0,Mollusks, squid," mixed species, raw"
15192,"Fish, cod, Pacific, cooked, dry heat (may contain additives to retain moisture)",0.0,0,10,0.0,0,0,57,79.7,0.024,0,85,0.089,0.201,0.105,0.0,8,8,8,0,0.2,0,0,24,1.343,345,289,18.73,2,0.055,28.0,134,0.0,0,0.038,0.5,2,2.31,0.0,0.136,0.0,0.6,0.67,0.0,0.0,80.31,0.39,0.0,0.002,0.004,0.07,0.005,0.026,0.051,0.021,0.001,0.0,0.007,0.01,0.042,0.001,0.005,0.118,0.0,0.0,0.0,Fish, cod," Pacific, cooked, dry heat (may contain additives to retain moisture)"
15234,"Fish, catfish, channel, farmed, raw",0.0,0,8,0.0,0,0,55,65.0,0.032,0,119,2.573,1.119,1.31,0.0,10,10,10,0,0.23,0,0,19,2.105,204,302,15.23,0,0.083,8.2,98,0.0,0,0.02,5.94,0,2.88,0.0,0.154,0.0,0.2,0.81,0.0,2.1,79.06,0.48,0.0,0.002,0.056,0.939,0.136,0.284,2.33,0.8,0.072,0.002,0.073,0.044,0.017,0.003,0.015,0.057,0.0,0.0,0.0,Fish, catfish," channel, farmed, raw"
15236,"Fish, salmon, Atlantic, farmed, raw",0.0,0,9,0.0,0,0,55,78.5,0.045,0,208,3.77,3.886,3.05,0.0,26,26,26,0,0.34,0,0,27,8.672,240,363,20.42,58,0.155,24.0,59,0.0,0,0.207,13.42,58,3.23,0.0,0.636,3.9,11.0,3.55,0.0,0.5,64.89,0.36,0.0,0.0,0.556,1.877,0.791,0.495,2.715,0.9,0.167,0.121,0.265,0.092,0.862,0.0,0.393,1.104,0.0,0.0,0.0,Fish, salmon," Atlantic, farmed, raw"
15240,"Fish, trout, rainbow, farmed, raw",0.0,0,25,0.0,0,0,59,65.0,0.046,0,141,1.979,1.507,1.383,0.0,11,11,11,0,0.31,0,0,25,5.567,226,377,19.94,84,0.09,23.6,51,0.0,0,0.12,6.18,84,4.3,0.0,0.34,2.9,15.9,2.34,0.0,0.1,73.8,0.45,0.0,0.004,0.182,0.928,0.34,0.229,1.374,0.492,0.067,0.001,0.222,0.043,0.217,0.018,0.091,0.516,0.0,0.0,0.0,Fish, trout," rainbow, farmed, raw"
15261,"Fish, tilapia, raw",0.0,0,10,0.0,0,0,50,42.5,0.075,0,96,0.498,0.363,0.585,0.0,24,24,24,0,0.56,0,0,27,3.903,170,302,20.08,0,0.063,41.8,52,0.0,0,0.041,1.7,0,1.58,0.0,0.162,0.0,3.1,0.4,0.0,1.4,78.08,0.33,0.0,0.0,0.053,0.424,0.099,0.107,0.379,0.158,0.033,0.003,0.02,0.023,0.005,0.0,0.043,0.086,0.0,0.0,0.0,Fish, tilapia, raw
15265,"Fish, Salmon, pink, canned, drained solids, without skin and bones",0.0,0,60,0.0,0,0,83,88.0,0.077,0,136,0.971,1.298,0.749,0.0,4,4,4,0,0.57,0,0,24,7.43,253,326,24.62,20,0.203,39.6,378,0.0,0,0.027,4.21,20,4.96,0.0,0.105,0.0,14.1,1.28,0.0,0.1,70.63,0.65,0.007,0.002,0.134,0.467,0.117,0.094,0.455,0.071,0.042,0.108,0.338,0.019,0.274,0.043,0.074,0.681,0.003,0.0,0.001,Fish, Salmon," pink, canned, drained solids, without skin and bones"
16006,"Beans, baked, canned, plain or vegetarian",0.0,0,34,21.14,0,65,0,31.5,0.145,0,94,0.095,0.121,0.071,4.1,12,12,12,0,1.19,16,511,27,0.428,74,224,4.75,0,0.039,5.0,343,7.96,0,0.096,0.37,5,0.0,0.0,0.084,0.0,0.0,0.15,0.0,0.8,72.0,2.28,0.0,0.0,0.001,0.047,0.001,0.023,0.029,0.055,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beans, baked," canned, plain or vegetarian"
16010,"Beans, baked, canned, with pork and sweet sauce",0.0,0,39,21.57,0,9,7,22.3,0.171,2,105,0.222,0.4,0.231,4.4,8,8,8,0,1.4,9,83,30,0.304,88,231,4.52,0,0.015,4.8,391,8.23,0,0.033,0.89,1,0.0,0.0,0.05,0.0,0.0,0.04,0.0,0.4,71.48,0.51,0.004,0.001,0.006,0.16,0.008,0.048,0.205,0.223,0.18,0.0,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,Beans, baked," canned, with pork and sweet sauce"
16014,"Beans, black, mature seeds, raw",0.0,0,123,62.36,0,0,0,66.4,0.841,0,341,0.123,0.61,0.366,15.5,444,444,444,0,5.02,0,0,171,1.955,352,1483,21.6,0,0.193,3.2,5,2.12,0,0.9,1.42,0,0.0,0.0,0.286,0.0,0.0,0.21,0.0,5.6,11.02,3.65,0.0,0.0,0.001,0.343,0.0,0.022,0.123,0.332,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beans, black," mature seeds, raw"
16015,"Beans, black, mature seeds, cooked, boiled, without salt",0.0,0,27,23.71,0,0,0,32.6,0.209,0,132,0.047,0.231,0.139,8.7,149,149,149,0,2.1,0,0,70,0.505,140,355,8.86,0,0.059,1.2,1,0.32,0,0.244,0.54,0,0.0,0.0,0.069,0.0,0.0,0.87,0.0,3.3,65.74,1.12,0.0,0.0,0.0,0.13,0.0,0.008,0.047,0.126,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beans, black," mature seeds, cooked, boiled, without salt"
16017,"Beans, black turtle, mature seeds, cooked, boiled, without salt",0.0,0,55,24.35,0,0,0,32.6,0.269,0,130,0.03,0.149,0.089,8.3,86,86,86,0,2.85,0,0,49,0.527,152,433,8.18,0,0.056,1.2,3,0.32,0,0.225,0.35,0,0.0,0.0,0.077,0.0,0.0,0.87,0.0,3.3,65.74,0.76,0.0,0.0,0.0,0.084,0.0,0.005,0.03,0.081,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beans, black turtle," mature seeds, cooked, boiled, without salt"
16018,"Beans, black turtle, mature seeds, canned",0.0,0,35,16.55,0,0,0,23.2,0.192,0,91,0.025,0.125,0.075,6.9,61,61,61,0,1.9,0,0,35,0.62,108,308,6.03,0,0.12,1.3,384,0.23,0,0.14,0.29,0,0.0,0.0,0.055,2.7,0.0,0.62,0.0,2.3,75.64,0.54,0.0,0.0,0.0,0.07,0.0,0.004,0.025,0.068,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beans, black turtle," mature seeds, canned"
16026,"Beans, great northern, mature seeds, canned",0.0,0,53,21.02,0,0,0,29.5,0.16,0,114,0.018,0.161,0.12,4.9,81,81,81,0,1.57,0,0,51,0.461,136,351,7.37,0,0.06,4.1,370,1.41,0,0.143,0.39,0,0.0,0.0,0.106,1.3,0.0,0.79,0.0,3.0,69.89,0.65,0.0,0.0,0.0,0.113,0.0,0.007,0.018,0.089,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beans, great northern," mature seeds, canned"
16028,"Beans, kidney, all types, mature seeds, cooked, boiled, without salt",0.0,0,35,22.8,0,0,0,30.5,0.216,0,127,0.039,0.278,0.073,6.4,130,130,130,0,2.22,0,0,42,0.578,138,405,8.67,0,0.058,1.1,1,0.32,0,0.16,0.5,0,0.0,0.0,0.12,1.2,0.0,0.03,0.0,8.4,66.94,1.0,0.0,0.0,0.0,0.065,0.0,0.008,0.039,0.108,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beans, kidney," all types, mature seeds, cooked, boiled, without salt"
16033,"Beans, kidney, red, mature seeds, cooked, boiled, without salt",0.0,0,28,22.8,0,0,0,30.5,0.242,0,127,0.039,0.275,0.072,7.4,130,130,130,0,2.94,0,0,45,0.578,142,403,8.67,0,0.058,1.2,2,0.32,0,0.16,0.5,0,0.0,0.0,0.12,1.2,0.0,0.03,0.0,8.4,66.94,1.07,0.0,0.0,0.0,0.064,0.0,0.008,0.039,0.107,0.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beans, kidney," red, mature seeds, cooked, boiled, without salt"
16034,"Beans, kidney, red, mature seeds, canned, solids and liquids",0.0,0,29,14.83,0,0,0,30.5,0.147,0,81,0.147,0.174,0.125,4.3,23,23,23,0,1.25,0,0,30,0.494,106,260,5.22,0,0.067,1.1,256,1.85,0,0.106,0.36,0,0.0,0.0,0.08,0.8,0.0,0.02,0.0,4.1,77.96,0.62,0.0,0.0,0.005,0.082,0.008,0.038,0.012,0.083,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beans, kidney," red, mature seeds, canned, solids and liquids"
16041,"Beans, pink, mature seeds, cooked, boiled, without salt",0.0,0,52,27.91,0,0,0,36.9,0.271,0,149,0.042,0.21,0.126,5.3,168,168,168,0,2.3,0,0,65,0.57,165,508,9.06,0,0.063,1.4,2,0.36,0,0.257,0.49,0,0.0,0.0,0.175,0.0,0.0,0.98,0.0,3.7,61.2,0.96,0.0,0.0,0.0,0.118,0.0,0.008,0.042,0.114,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beans, pink," mature seeds, cooked, boiled, without salt"
16043,"Beans, pinto, mature seeds, cooked, boiled, without salt",0.0,0,46,26.22,0,0,0,35.3,0.219,0,143,0.133,0.235,0.136,9.0,172,172,172,0,2.09,0,0,50,0.318,147,436,9.01,0,0.062,6.2,1,0.34,0,0.193,0.65,0,0.0,0.0,0.229,0.8,0.0,0.94,0.0,3.5,62.95,0.98,0.0,0.0,0.0,0.133,0.0,0.003,0.133,0.098,0.137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beans, pinto," mature seeds, cooked, boiled, without salt"
16048,"Beans, yellow, mature seeds, cooked, boiled, without salt",0.0,0,62,25.28,0,0,0,35.2,0.186,0,144,0.094,0.466,0.279,10.4,81,81,81,0,2.48,0,0,74,0.708,183,325,9.16,0,0.103,1.3,5,0.34,0,0.187,1.08,0,0.0,0.0,0.129,1.8,0.0,0.94,0.0,3.5,62.98,1.06,0.0,0.0,0.001,0.262,0.0,0.017,0.094,0.253,0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beans, yellow," mature seeds, cooked, boiled, without salt"
16050,"Beans, white, mature seeds, cooked, boiled, without salt",0.0,0,90,25.09,0,0,0,35.1,0.287,0,139,0.031,0.152,0.091,6.3,81,81,81,0,3.7,0,0,63,0.14,113,561,9.73,0,0.046,1.3,6,0.34,0,0.118,0.35,0,0.0,0.0,0.093,0.0,0.0,0.94,0.0,3.5,63.08,1.38,0.0,0.0,0.0,0.085,0.0,0.005,0.031,0.083,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beans, white," mature seeds, cooked, boiled, without salt"
16053,"Broadbeans (fava beans), mature seeds, cooked, boiled, without salt",0.0,0,36,19.65,0,9,0,30.6,0.259,0,110,0.079,0.164,0.066,5.4,104,104,104,0,1.5,0,0,43,0.711,125,268,7.6,0,0.089,2.6,5,1.82,0,0.097,0.4,1,0.0,0.0,0.072,0.3,0.0,0.02,0.0,2.9,71.54,1.01,0.0,0.001,0.001,0.054,0.001,0.008,0.078,0.152,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Broadbeans (fava beans), mature seeds," cooked, boiled, without salt"
16056,"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",0.0,0,57,62.95,0,40,0,99.3,0.656,0,378,1.377,2.731,0.603,12.2,557,557,557,0,4.31,0,0,79,1.541,252,718,20.47,0,0.212,0.0,24,10.7,0,0.477,6.04,3,0.0,0.0,0.535,4.0,0.0,0.82,0.0,9.0,7.68,2.76,0.0,0.0,0.009,0.508,0.012,0.086,1.365,2.629,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chickpeas (garbanzo beans, bengal gram)," mature seeds, raw"
16057,"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt",0.0,0,49,27.42,0,16,0,42.8,0.352,0,164,0.583,1.156,0.269,7.6,172,172,172,0,2.89,0,0,48,0.526,168,291,8.86,0,0.063,3.7,7,4.8,0,0.116,2.59,1,0.0,0.0,0.139,1.3,0.0,0.35,0.0,4.0,60.21,1.53,0.0,0.0,0.004,0.215,0.005,0.037,0.578,1.113,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chickpeas (garbanzo beans, bengal gram)," mature seeds, cooked, boiled, without salt"
16063,"Cowpeas, common (blackeyes, crowder, southern), mature seeds, cooked, boiled, without salt",0.0,0,24,20.76,0,9,0,32.2,0.268,0,116,0.044,0.225,0.138,6.5,208,208,208,0,2.51,0,0,53,0.495,156,278,7.73,0,0.055,2.5,4,3.3,0,0.202,0.53,1,0.0,0.0,0.1,0.4,0.0,0.28,0.0,1.7,70.04,1.29,0.0,0.0,0.001,0.106,0.002,0.022,0.036,0.143,0.083,0.0,0.001,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,Cowpeas, common (blackeyes," crowder, southern), mature seeds, cooked, boiled, without salt"
16069,"Lentils, raw",0.0,0,35,63.35,0,23,0,96.4,0.754,0,352,0.193,0.526,0.154,10.7,479,479,479,0,6.51,0,0,47,2.605,281,677,24.63,0,0.211,0.1,6,2.03,0,0.873,1.06,2,0.0,0.0,0.54,4.5,0.0,0.49,0.0,5.0,8.26,3.27,0.0,0.0,0.003,0.136,0.003,0.015,0.184,0.414,0.112,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lentils, raw,
16070,"Lentils, mature seeds, cooked, boiled, without salt",0.0,0,19,20.13,0,5,0,32.7,0.251,0,116,0.064,0.175,0.053,7.9,181,181,181,0,3.33,0,0,36,1.06,180,369,9.02,0,0.073,2.8,2,1.8,0,0.169,0.38,0,0.0,0.0,0.178,1.5,0.0,0.11,0.0,1.7,69.64,1.27,0.0,0.0,0.001,0.045,0.001,0.005,0.061,0.137,0.037,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lentils, mature seeds," cooked, boiled, without salt"
16072,"Lima beans, large, mature seeds, cooked, boiled, without salt",0.0,0,17,20.88,0,0,0,32.5,0.235,0,115,0.034,0.171,0.089,7.0,83,83,83,0,2.39,0,0,43,0.421,111,508,7.8,0,0.055,4.5,2,2.9,0,0.161,0.38,0,0.0,0.0,0.161,0.0,0.0,0.18,0.0,2.0,69.79,0.95,0.0,0.0,0.001,0.065,0.002,0.018,0.029,0.118,0.052,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,Lima beans, large," mature seeds, cooked, boiled, without salt"
16081,"Mung beans, mature seeds, cooked, boiled, without salt",0.0,0,27,19.15,0,14,0,29.4,0.156,0,105,0.054,0.128,0.116,7.6,159,159,159,0,1.4,0,0,48,0.577,99,266,7.02,0,0.061,2.5,2,2.0,0,0.164,0.38,1,0.0,0.0,0.067,1.0,0.0,0.15,0.0,2.7,72.66,0.84,0.0,0.0,0.0,0.083,0.0,0.024,0.054,0.119,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mung beans, mature seeds," cooked, boiled, without salt"
16082,"Noodles, chinese, cellophane or long rice (mung beans), dehydrated",0.0,0,25,86.09,0,0,0,93.2,0.081,0,351,0.008,0.018,0.017,0.5,2,2,2,0,2.17,0,0,3,0.2,32,10,0.16,0,0.0,7.9,10,0.0,0,0.15,0.06,0,0.0,0.0,0.05,0.0,0.0,0.13,0.0,0.0,13.42,0.41,0.0,0.0,0.0,0.012,0.0,0.003,0.008,0.017,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Noodles, chinese," cellophane or long rice (mung beans), dehydrated"
16086,"Peas, split, mature seeds, cooked, boiled, without salt",0.0,0,14,21.1,0,4,0,32.8,0.181,0,118,0.081,0.165,0.054,8.3,65,65,65,0,1.29,0,0,36,0.89,99,362,8.34,0,0.056,0.6,2,2.9,0,0.19,0.39,0,0.0,0.0,0.048,0.4,0.0,0.03,0.0,5.0,69.49,1.0,0.0,0.001,0.001,0.042,0.0,0.01,0.077,0.137,0.028,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peas, split," mature seeds, cooked, boiled, without salt"
16087,"Peanuts, all types, raw",0.0,0,92,16.13,0,0,0,52.5,1.144,0,567,24.426,15.558,6.279,8.5,240,240,240,0,4.58,0,0,168,12.066,376,705,25.8,0,0.135,7.2,18,4.72,0,0.64,49.24,0,0.0,0.0,0.348,0.0,0.0,8.33,0.0,0.0,6.5,3.27,0.0,0.0,0.025,5.154,0.009,1.1,23.756,15.555,0.003,0.0,0.661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peanuts, all types, raw
16088,"Peanuts, all types, cooked, boiled, with salt",0.0,0,55,21.26,0,0,0,32.7,0.499,0,318,10.921,6.956,3.055,8.8,75,75,75,0,1.01,0,0,102,5.259,198,180,13.5,0,0.063,4.4,751,2.47,0,0.259,22.01,0,0.0,0.0,0.152,0.0,0.0,4.1,0.0,0.0,41.78,1.83,0.0,0.0,0.011,2.304,0.004,0.492,10.62,6.954,0.001,0.0,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peanuts, all types," cooked, boiled, with salt"
16089,"Peanuts, all types, oil-roasted, with salt",0.0,0,61,15.26,0,0,0,55.3,0.533,0,599,25.995,15.303,8.655,9.4,120,120,120,0,1.52,0,0,176,13.825,397,726,28.03,0,0.089,3.3,320,4.18,0,0.085,52.5,0,0.0,0.0,0.461,0.8,0.0,6.94,0.0,0.0,1.45,3.28,0.038,0.038,0.038,5.049,0.038,1.403,25.231,15.114,0.038,0.0,0.613,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peanuts, all types," oil-roasted, with salt"
