ingredient_code,ingredient_description,Alcohol,Caffeine,Calcium,Carbohydrate,"Carotene, alpha","Carotene, beta",Cholesterol,"Choline, total",Copper,"Cryptoxanthin, beta",Energy,"Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated","Fatty acids, total saturated","Fiber, total dietary","Folate, DFE","Folate, food","Folate, total",Folic acid,Iron,Lutein + zeaxanthin,Lycopene,Magnesium,Niacin,Phosphorus,Potassium,Protein,Retinol,Riboflavin,Selenium,Sodium,"Sugars, total",Theobromine,Thiamin,Total Fat,"Vitamin A, RAE",Vitamin B-12,"Vitamin B-12, added",Vitamin B-6,Vitamin C,Vitamin D (D2 + D3),Vitamin E (alpha-tocopherol),"Vitamin E, added",Vitamin K (phylloquinone),Water,Zinc,10:0,12:0,14:0,16:0,16:1,18:0,18:1,18:2,18:3,18:4,20:1,20:4,20:5 n-3,22:1,22:5 n-3,22:6 n-3,4:0,6:0,8:0,ingredient_description_first,ingredient_description_second,ingredient_description_third
1001,"Butter, stick, salted",0.0,0,21,0.06,2,168,235,18.8,0.006,8,743,16.9,2.52,45.6,0.0,5,5,5,0,0.06,0,0,2,0.0,22,23,0.85,744,0.0,0.0,524,0.58,0,0.005,82.2,758,0.0,0.0,0.0,0.0,0.4,0.0,0.0,7.0,15.8,0.07,1.92,2.2,7.15,21.2,0.999,7.42,15.0,2.25,0.331,0.015,0.117,0.104,0.024,0.004,0.039,0.002,2.04,1.44,0.84,Butter, stick, salted
1002,"Butter, whipped, with salt",0.0,0,23,0.0,1,135,225,18.8,0.01,6,731,19.874,3.331,45.39,0.0,4,4,4,0,0.05,13,0,1,0.022,24,41,0.49,671,0.064,0.0,583,0.06,0,0.007,78.3,683,0.07,0.0,0.008,0.0,0.0,1.37,0.0,4.6,16.72,0.05,2.039,2.354,7.515,20.531,1.417,7.649,17.37,2.713,0.298,0.003,0.147,0.119,0.022,0.005,0.045,0.003,1.635,1.373,0.858,Butter, whipped, with salt
1003,"Butter oil, anhydrous",0.0,0,4,0.0,0,193,256,22.3,0.001,0,876,28.732,3.694,61.924,0.0,0,0,0,0,0.0,0,0,0,0.003,3,5,0.28,824,0.005,0.0,2,0.0,0,0.001,99.48,840,0.01,0.0,0.001,0.0,0.0,2.8,0.0,8.6,0.24,0.01,2.495,2.793,10.005,26.166,2.228,12.056,25.026,2.247,1.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.226,1.91,1.112,Butter oil, anhydrous,
1004,"Cheese, blue",0.0,0,528,2.34,0,74,75,15.4,0.04,0,353,7.778,0.8,18.669,0.0,36,36,36,0,0.31,0,0,23,1.016,387,256,21.4,192,0.382,14.5,1146,0.5,0,0.029,28.74,198,1.22,0.0,0.166,0.0,0.5,0.25,0.0,2.4,42.41,2.66,0.601,0.491,3.301,9.153,0.816,3.235,6.622,0.536,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.361,0.247,Cheese, blue,
1005,"Cheese, brick",0.0,0,674,2.79,0,76,94,15.4,0.024,0,371,8.598,0.784,18.764,0.0,20,20,20,0,0.43,0,0,24,0.118,451,136,23.24,286,0.351,14.5,560,0.51,0,0.014,29.68,292,1.26,0.0,0.065,0.0,0.5,0.26,0.0,2.5,41.11,2.6,0.585,0.482,3.227,8.655,0.817,3.455,7.401,0.491,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.914,0.373,0.299,Cheese, brick,
1006,"Cheese, brie",0.0,0,184,0.45,0,9,100,15.4,0.019,0,334,8.013,0.826,17.41,0.0,65,65,65,0,0.5,0,0,20,0.38,188,152,20.75,173,0.52,14.5,629,0.45,0,0.07,27.68,174,1.65,0.0,0.235,0.0,0.5,0.24,0.0,2.3,48.42,2.38,0.673,0.504,3.065,8.246,1.007,2.88,6.563,0.513,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.564,0.323,0.297,Cheese, brie,
1007,"Cheese, camembert",0.0,0,388,0.46,0,12,72,15.4,0.021,0,300,7.023,0.724,15.259,0.0,62,62,62,0,0.33,0,0,20,0.63,347,187,19.8,240,0.488,14.5,842,0.46,0,0.028,24.26,241,1.3,0.0,0.227,0.0,0.4,0.21,0.0,2.0,51.8,2.38,0.59,0.442,2.686,7.227,0.883,2.524,5.752,0.45,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494,0.283,0.26,Cheese, camembert,
1009,"Cheese, cheddar",0.0,0,707,2.44,0,0,100,16.5,0.033,0,409,7.44,1.18,19.2,0.0,21,21,21,0,0.16,0,0,27,0.052,458,77,23.3,316,0.441,28.3,654,0.33,0,0.029,34.0,316,1.06,0.0,0.069,0.0,0.6,0.75,0.0,2.4,36.6,3.67,0.843,0.963,3.1,8.79,0.516,3.39,7.41,1.16,0.121,0.001,0.064,0.051,0.01,0.001,0.018,0.001,0.653,0.543,0.349,Cheese, cheddar,
1011,"Cheese, colby",0.0,0,685,2.57,0,82,95,15.4,0.042,0,394,9.28,0.953,20.218,0.0,18,18,18,0,0.76,0,0,26,0.093,457,127,23.76,257,0.375,14.5,604,0.52,0,0.015,32.11,264,0.83,0.0,0.079,0.0,0.6,0.28,0.0,2.7,38.2,3.07,0.597,0.422,3.831,8.232,0.979,3.63,7.813,0.676,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.041,0.259,0.324,Cheese, colby,
1012,"Cheese, cottage, creamed, large or small curd",0.0,0,83,3.38,0,12,17,18.4,0.029,0,98,0.778,0.123,1.718,0.0,12,12,12,0,0.07,0,0,8,0.099,159,104,11.12,36,0.163,9.7,315,2.67,0,0.027,4.3,37,0.43,0.0,0.046,0.0,0.1,0.08,0.0,0.0,79.79,0.4,0.064,0.07,0.263,0.778,0.047,0.345,0.714,0.105,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.025,0.023,Cheese, cottage," creamed, large or small curd"
1014,"Cheese, cottage, nonfat, uncreamed, dry, large or small curd",0.0,0,86,6.66,0,0,7,17.9,0.03,0,72,0.079,0.003,0.169,0.0,9,9,9,0,0.15,0,0,11,0.144,190,137,10.34,2,0.226,9.4,372,1.85,0,0.023,0.29,2,0.46,0.0,0.016,0.0,0.0,0.01,0.0,0.0,81.01,0.47,0.009,0.006,0.02,0.07,0.012,0.05,0.067,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.002,0.005,Cheese, cottage," nonfat, uncreamed, dry, large or small curd"
1015,"Cheese, cottage, lowfat, 2% milkfat",0.0,0,103,4.31,0,0,12,16.3,0.03,0,82,0.469,0.072,1.26,0.0,10,10,10,0,0.13,0,0,9,0.09,148,120,11.0,69,0.234,14.6,321,4.1,0,0.02,2.3,69,0.42,0.0,0.057,0.0,0.0,0.08,0.0,0.0,81.1,0.61,0.061,0.062,0.201,0.568,0.029,0.228,0.47,0.071,0.007,0.0,0.003,0.003,0.001,0.0,0.001,0.0,0.04,0.035,0.026,Cheese, cottage," lowfat, 2% milkfat"
1016,"Cheese, cottage, lowfat, 1% milkfat",0.0,0,61,2.72,0,3,4,17.5,0.028,0,72,0.291,0.031,0.645,0.0,12,12,12,0,0.14,0,0,5,0.128,134,86,12.39,11,0.165,9.0,406,2.72,0,0.021,1.02,11,0.63,0.0,0.068,0.0,0.0,0.01,0.0,0.1,82.48,0.38,0.019,0.016,0.107,0.308,0.036,0.116,0.239,0.022,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.007,0.008,Cheese, cottage," lowfat, 1% milkfat"
1017,"Cheese, cream",0.0,0,97,5.52,1,59,101,26.8,0.018,2,350,8.907,1.483,20.213,0.0,9,9,9,0,0.11,7,0,9,0.091,107,132,6.15,303,0.23,8.6,314,3.76,0,0.023,34.44,308,0.22,0.0,0.056,0.0,0.0,0.86,0.0,2.1,52.62,0.5,0.868,1.004,3.275,9.405,0.651,3.365,7.776,1.212,0.131,0.001,0.064,0.053,0.01,0.002,0.02,0.0,0.718,0.592,0.366,Cheese, cream,
1019,"Cheese, feta",0.0,0,493,3.88,0,3,89,15.4,0.032,0,265,4.623,0.591,13.3,0.0,32,32,32,0,0.65,0,0,19,0.991,337,62,14.21,125,0.844,15.0,1139,0.0,0,0.154,21.49,125,1.69,0.0,0.424,0.0,0.4,0.18,0.0,1.8,55.22,2.88,1.822,1.068,2.545,4.748,0.385,1.371,3.975,0.326,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714,0.528,0.503,Cheese, feta,
1020,"Cheese, fontina",0.0,0,550,1.55,0,32,116,15.4,0.025,0,389,8.687,1.654,19.196,0.0,6,6,6,0,0.23,0,0,14,0.15,346,64,25.6,258,0.204,14.5,800,1.55,0,0.021,31.14,261,1.68,0.0,0.083,0.0,0.6,0.27,0.0,2.6,37.92,3.5,0.651,0.804,2.964,8.458,0.89,2.655,7.1,0.864,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.715,0.489,0.314,Cheese, fontina,
1022,"Cheese, gouda",0.0,0,700,2.22,0,10,114,15.4,0.036,0,356,7.747,0.657,17.614,0.0,21,21,21,0,0.24,0,0,29,0.063,546,121,24.94,164,0.334,14.5,819,2.22,0,0.03,27.44,165,1.54,0.0,0.08,0.0,0.5,0.24,0.0,2.3,41.46,3.9,0.918,1.211,3.04,6.851,0.889,2.918,6.388,0.263,0.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0.64,0.427,Cheese, gouda,
1023,"Cheese, gruyere",0.0,0,1011,0.36,0,33,110,15.4,0.032,0,413,10.043,1.733,18.913,0.0,10,10,10,0,0.17,0,0,36,0.106,605,81,29.81,268,0.279,14.5,714,0.36,0,0.06,32.34,271,1.6,0.0,0.081,0.0,0.6,0.28,0.0,2.7,33.19,3.9,0.751,0.911,3.369,8.753,0.724,2.324,8.582,1.3,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.049,0.621,0.355,Cheese, gruyere,
1024,"Cheese, limburger",0.0,0,497,0.49,0,15,90,15.4,0.021,0,327,8.606,0.495,16.746,0.0,58,58,58,0,0.13,0,0,21,0.158,393,128,20.05,339,0.503,14.5,800,0.49,0,0.08,27.25,340,1.04,0.0,0.086,0.0,0.5,0.23,0.0,2.3,48.42,2.1,0.481,0.87,2.787,7.401,1.013,3.054,7.179,0.339,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.803,0.489,0.275,Cheese, limburger,
1025,"Cheese, monterey",0.0,0,746,0.68,0,78,89,15.4,0.032,0,373,8.751,0.899,19.066,0.0,18,18,18,0,0.72,0,0,27,0.093,444,81,24.48,192,0.39,14.5,600,0.5,0,0.015,30.28,198,0.83,0.0,0.079,0.0,0.6,0.26,0.0,2.5,41.01,3.0,0.563,0.398,3.613,7.763,0.923,3.423,7.368,0.637,0.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.982,0.244,0.306,Cheese, monterey,
1029,"Cheese, mozzarella, low moisture, part-skim",0.0,0,693,4.44,0,0,65,13.5,0.035,0,296,4.65,0.744,11.7,0.0,26,26,26,0,0.2,0,0,27,0.101,533,116,23.7,203,0.36,26.7,699,1.81,0,0.023,20.4,203,1.65,0.0,0.09,0.0,0.4,0.51,0.0,1.3,47.7,3.62,0.509,0.583,1.89,5.39,0.326,2.01,4.61,0.731,0.078,0.0,0.038,0.032,0.006,0.0,0.012,0.0,0.396,0.334,0.209,Cheese, mozzarella," low moisture, part-skim"
1030,"Cheese, muenster",0.0,0,717,1.12,0,13,96,15.4,0.031,0,368,8.711,0.661,19.113,0.0,12,12,12,0,0.41,0,0,27,0.103,468,134,23.41,297,0.32,14.5,628,1.12,0,0.013,30.04,298,1.47,0.0,0.056,0.0,0.6,0.26,0.0,2.5,41.77,2.81,0.586,0.367,3.072,9.218,0.973,3.569,7.338,0.431,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.042,0.243,0.275,Cheese, muenster,
1032,"Cheese, parmesan, grated",0.0,0,884,12.4,0,0,87,14.1,0.04,0,420,6.4,1.2,15.5,0.0,6,6,6,0,0.45,0,0,35,0.078,634,184,29.6,228,0.345,35.0,1750,0.07,0,0.027,28.0,228,1.35,0.0,0.081,0.0,0.5,0.51,0.0,1.7,22.8,4.33,0.653,0.745,2.39,7.4,0.366,2.67,6.44,1.17,0.106,0.0,0.05,0.042,0.008,0.001,0.015,0.0,0.508,0.435,0.274,Cheese, parmesan, grated
1035,"Cheese, provolone",0.0,0,756,2.14,0,68,69,15.4,0.026,0,351,7.393,0.769,17.078,0.0,10,10,10,0,0.52,0,0,28,0.156,496,138,25.58,230,0.321,14.5,727,0.56,0,0.019,26.62,236,1.46,0.0,0.073,0.0,0.5,0.23,0.0,2.2,40.95,3.23,0.482,0.355,2.748,8.159,0.878,3.063,6.164,0.494,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.981,0.37,0.256,Cheese, provolone,
1036,"Cheese, ricotta, whole milk",0.0,0,224,6.86,0,0,48,17.5,0.0,0,158,2.56,0.389,6.97,0.0,4,4,4,0,0.1,0,0,20,0.168,162,230,7.81,127,0.327,5.5,105,0.27,0,0.043,11.0,127,0.78,0.0,0.099,0.0,0.2,0.27,0.0,0.6,72.9,0.56,0.306,0.36,1.15,3.36,0.216,1.02,2.47,0.376,0.043,0.001,0.02,0.015,0.005,0.002,0.007,0.0,0.251,0.199,0.125,Cheese, ricotta, whole milk
1037,"Cheese, ricotta, part skim milk",0.0,0,272,5.14,0,20,31,16.3,0.034,0,138,2.314,0.26,4.927,0.0,13,13,13,0,0.44,0,0,15,0.078,183,125,11.39,105,0.185,16.7,99,0.31,0,0.021,7.91,107,0.29,0.0,0.02,0.0,0.1,0.07,0.0,0.7,74.41,1.34,0.151,0.105,0.808,2.442,0.277,0.866,1.92,0.19,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254,0.065,0.073,Cheese, ricotta, part skim milk
1040,"Cheese, swiss",0.0,0,890,1.44,1,60,93,13.8,0.047,2,393,7.26,1.14,18.2,0.0,9,9,9,0,0.13,8,1,33,0.06,574,71,27.0,287,0.303,30.1,185,0.0,0,0.011,31.0,292,3.02,0.0,0.07,0.0,0.0,0.6,0.0,1.4,37.6,4.37,0.766,0.874,2.92,8.34,0.566,3.18,7.07,1.08,0.129,0.001,0.06,0.046,0.009,0.002,0.018,0.0,0.679,0.541,0.326,Cheese, swiss,
1042,"Cheese, pasteurized process, American, vitamin D fortified",0.0,0,866,5.27,0,26,98,19.2,0.046,4,368,7.3,1.09,18.1,0.0,8,8,8,0,0.48,16,0,25,0.095,540,149,18.0,297,0.247,20.4,1660,2.63,0,0.015,30.6,300,1.45,0.0,0.056,0.0,7.5,0.79,0.0,3.2,39.6,2.42,0.801,0.882,2.93,8.15,0.499,3.24,7.22,1.03,0.14,0.007,0.223,0.045,0.012,0.002,0.021,0.006,0.616,0.509,0.333,Cheese, pasteurized process," American, vitamin D fortified"
1048,"Cheese spread, pasteurized process, American",0.0,0,562,8.73,0,55,55,36.2,0.033,0,290,6.219,0.624,13.327,0.0,7,7,7,0,0.33,0,0,29,0.131,875,242,16.41,168,0.431,11.3,1625,7.32,0,0.048,21.23,173,0.4,0.0,0.117,0.0,0.4,0.19,0.0,1.8,47.65,2.59,0.513,0.632,2.181,5.908,0.56,2.434,5.221,0.4,0.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.408,0.311,Cheese spread, pasteurized process, American
1049,"Cream, fluid, half and half",0.0,0,107,4.3,0,22,35,18.7,0.009,0,131,3.32,0.554,7.032,0.0,3,3,3,0,0.05,0,0,10,0.109,95,132,3.13,95,0.194,3.2,61,4.13,0,0.03,11.5,97,0.19,0.0,0.05,0.9,0.0,0.25,0.0,1.3,80.57,0.39,0.303,0.351,1.148,3.207,0.246,1.221,2.905,0.466,0.041,0.0,0.02,0.018,0.003,0.0,0.006,0.0,0.247,0.202,0.127,Cream, fluid, half and half
1050,"Cream, fluid, light (coffee cream or table cream)",0.0,0,91,3.66,0,37,59,17.4,0.012,0,195,4.525,0.789,10.176,0.0,2,2,2,0,0.05,0,0,9,0.09,92,136,2.96,117,0.19,4.6,72,3.67,0,0.023,19.1,120,0.14,0.0,0.044,0.8,1.1,0.12,0.0,1.7,73.75,0.32,0.456,0.526,1.682,4.585,0.334,1.719,3.952,0.654,0.064,0.0,0.03,0.027,0.005,0.002,0.01,0.0,0.388,0.314,0.194,Cream, fluid, light (coffee cream or table cream)
1053,"Cream, fluid, heavy whipping",0.0,0,66,2.84,0,72,113,16.8,0.011,0,340,9.101,1.57,23.032,0.0,4,4,4,0,0.1,0,0,7,0.064,58,95,2.84,405,0.188,3.0,27,2.92,0,0.02,36.08,411,0.16,0.0,0.035,0.6,1.6,0.92,0.0,3.2,57.71,0.24,0.905,1.05,3.331,9.298,0.656,3.572,7.968,1.294,0.128,0.0,0.065,0.058,0.009,0.003,0.02,0.0,0.732,0.609,0.384,Cream, fluid, heavy whipping
1054,"Cream, whipped, cream topping, pressurized",0.0,0,101,12.49,0,43,76,16.8,0.01,0,257,6.418,0.825,13.831,0.0,3,3,3,0,0.05,0,0,11,0.07,89,147,3.2,184,0.065,1.4,8,8.0,0,0.037,22.22,188,0.29,0.0,0.041,0.0,0.4,0.64,0.0,1.9,61.33,0.37,0.557,0.624,2.235,5.844,0.498,2.693,5.59,0.502,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.721,0.427,0.248,Cream, whipped," cream topping, pressurized"
1056,"Cream, sour, cultured",0.0,0,101,4.63,0,25,59,19.2,0.018,1,198,4.594,0.8,10.14,0.0,6,6,6,0,0.07,4,0,10,0.093,76,125,2.44,121,0.168,3.7,31,3.41,0,0.02,19.35,124,0.21,0.0,0.041,0.9,0.0,0.38,0.0,1.5,73.07,0.33,0.378,0.447,1.626,5.154,0.294,1.832,4.129,0.648,0.074,0.0,0.029,0.025,0.006,0.0,0.011,0.001,0.031,0.203,0.145,Cream, sour, cultured
1057,Eggnog,0.0,0,130,8.05,0,7,59,52.2,0.013,0,88,1.302,0.198,2.591,0.0,1,1,1,0,0.2,54,0,19,0.105,109,165,4.55,58,0.19,4.2,54,8.05,0,0.034,4.19,59,0.45,0.0,0.05,1.5,1.2,0.21,0.0,0.3,82.54,0.46,0.1,0.112,0.401,1.131,0.101,0.511,1.142,0.132,0.059,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.129,0.076,0.044,Eggnog,,
1061,"Cheese, American, nonfat or fat free",0.0,0,789,10.53,0,3,26,38.4,0.559,0,126,0.0,0.0,0.0,0.0,9,9,9,0,0.0,0,0,115,5.56,316,393,21.05,55,0.545,14.6,1316,5.26,0,0.412,0.0,56,1.85,0.0,0.567,0.0,0.1,0.27,0.0,0.2,65.47,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheese, American, nonfat or fat free
1062,"Cheese, American, restaurant",0.0,0,508,6.35,0,26,98,19.2,0.042,4,375,6.62,1.23,17.7,0.0,8,8,8,0,0.24,16,0,25,0.095,380,173,17.5,297,0.247,20.4,1600,3.76,0,0.015,31.1,300,1.45,0.0,0.056,0.0,7.5,0.79,0.0,3.2,39.5,2.45,0.759,0.856,2.75,8.3,0.454,3.02,6.6,1.24,0.156,0.005,0.049,0.042,0.009,0.002,0.017,0.001,0.656,0.526,0.327,Cheese, American, restaurant
1067,"Cream substitute, liquid, with hydrogenated vegetable oil and soy protein",0.0,0,9,11.38,0,9,0,0.0,0.0,0,136,7.551,0.027,1.937,0.0,0,0,0,0,0.03,0,0,0,0.0,64,191,1.0,0,0.0,1.1,67,11.38,0,0.0,9.97,1,0.0,0.0,0.0,0.0,0.0,0.81,0.0,2.5,77.27,0.02,0.013,0.062,0.019,0.884,0.0,0.976,7.559,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,Cream substitute, liquid, with hydrogenated vegetable oil and soy protein
1069,"Cream substitute, powdered",0.0,0,2,59.29,0,0,0,2.3,0.018,0,529,9.796,0.408,19.146,0.0,0,0,0,0,0.26,0,0,1,0.0,288,669,2.48,0,0.0,0.0,124,7.77,0,0.0,32.92,0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.7,2.98,0.07,0.879,6.764,2.666,3.146,0.006,4.29,9.768,0.382,0.026,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.006,0.094,1.118,Cream substitute, powdered,
1073,"Dessert topping, semi solid, frozen",0.0,0,6,23.05,0,86,0,0.0,0.03,0,318,1.616,0.523,21.783,0.0,0,0,0,0,0.12,0,0,2,0.0,8,18,1.25,0,0.0,2.1,25,23.05,0,0.0,25.31,7,0.0,0.0,0.0,0.0,0.0,0.96,0.0,6.3,50.21,0.03,0.905,8.836,3.756,3.092,0.241,4.58,1.375,0.305,0.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.638,Dessert topping, semi solid, frozen
1074,"Sour cream, imitation, cultured",0.0,0,3,6.63,0,0,0,0.0,0.058,0,208,0.588,0.056,17.791,0.0,0,0,0,0,0.39,0,0,6,0.0,45,161,2.4,0,0.0,2.5,102,6.63,0,0.0,19.52,0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,4.8,71.15,1.18,1.006,8.138,3.364,1.981,0.0,2.244,0.589,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.028,Sour cream, imitation, cultured
1077,"Milk, whole, 3.25% milkfat, with added vitamin D",0.0,0,123,4.63,0,7,12,17.8,0.001,0,61,0.688,0.108,1.86,0.0,0,0,0,0,0.0,0,0,12,0.105,101,150,3.27,31,0.138,1.9,38,4.81,0,0.056,3.2,32,0.54,0.0,0.061,0.0,1.1,0.05,0.0,0.3,88.1,0.42,0.084,0.097,0.303,0.857,0.047,0.309,0.694,0.115,0.013,0.0,0.004,0.004,0.001,0.0,0.002,0.0,0.067,0.054,0.034,Milk, whole," 3.25% milkfat, with added vitamin D"
1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",0.0,0,126,4.9,0,3,8,18.2,0.001,0,50,0.4,0.058,1.11,0.0,2,2,2,0,0.0,0,0,12,0.112,103,159,3.36,83,0.137,1.8,39,4.89,0,0.059,1.9,83,0.55,0.0,0.061,0.2,1.1,0.03,0.0,0.2,89.1,0.43,0.049,0.058,0.181,0.512,0.029,0.184,0.41,0.061,0.007,0.0,0.002,0.003,0.0,0.0,0.001,0.0,0.041,0.032,0.021,Milk, reduced fat," fluid, 2% milkfat, with added vitamin A and vitamin D"
1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",0.0,0,126,5.18,0,1,5,17.4,0.001,0,43,0.21,0.032,0.568,0.0,2,2,2,0,0.0,0,0,12,0.113,103,159,3.38,58,0.14,2.1,39,4.96,0,0.057,0.95,58,0.61,0.0,0.06,0.0,1.1,0.02,0.0,0.1,89.7,0.43,0.023,0.026,0.093,0.265,0.014,0.096,0.214,0.033,0.004,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.022,0.015,0.011,Milk, lowfat," fluid, 1% milkfat, with added vitamin A and vitamin D"
1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",0.0,0,132,4.92,0,2,3,18.2,0.002,0,34,0.017,0.006,0.049,0.0,2,2,2,0,0.0,0,0,12,0.118,107,167,3.43,64,0.131,2.0,41,5.05,0,0.056,0.08,64,0.58,0.0,0.058,0.0,1.1,0.0,0.0,0.0,90.8,0.45,0.002,0.002,0.008,0.021,0.001,0.009,0.018,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.001,0.001,Milk, nonfat," fluid, with added vitamin A and vitamin D (fat free or skim)"
1088,"Milk, buttermilk, fluid, cultured, lowfat",0.0,0,116,4.79,0,1,4,17.7,0.011,0,40,0.254,0.033,0.66,0.0,5,5,5,0,0.05,0,0,11,0.058,89,151,3.31,13,0.154,2.0,148,4.79,0,0.034,1.07,14,0.22,0.0,0.034,1.0,0.0,0.05,0.0,0.1,90.13,0.42,0.022,0.025,0.089,0.231,0.02,0.107,0.221,0.02,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.017,0.01,Milk, buttermilk," fluid, cultured, lowfat"
1090,"Milk, dry, whole, with added vitamin D",0.0,0,912,38.42,0,55,97,119.3,0.08,0,496,7.924,0.665,16.742,0.0,37,37,37,0,0.47,0,0,85,0.646,776,1330,26.32,253,1.205,16.3,371,38.42,0,0.283,26.71,258,3.25,0.0,0.302,8.6,10.5,0.58,0.0,2.2,2.47,3.34,0.596,0.614,2.82,7.522,1.196,2.853,6.192,0.46,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.866,0.24,0.269,Milk, dry," whole, with added vitamin D"
1091,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",0.0,0,1257,51.98,0,1,20,169.2,0.041,0,362,0.201,0.03,0.499,0.0,50,50,50,0,0.32,0,0,110,0.951,968,1794,36.16,6,1.55,27.3,535,51.98,0,0.415,0.77,6,4.03,0.0,0.361,6.8,0.0,0.0,0.0,0.1,3.16,4.08,0.018,0.014,0.083,0.235,0.022,0.085,0.167,0.019,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.006,0.007,Milk, dry," nonfat, regular, without added vitamin A and vitamin D"
1094,"Milk, buttermilk, dried",0.0,0,1184,49.0,0,9,69,118.7,0.111,0,387,1.669,0.215,3.598,0.0,47,47,47,0,0.3,0,0,110,0.876,933,1592,34.3,48,1.579,20.3,517,49.0,0,0.392,5.78,49,3.82,0.0,0.338,5.7,0.5,0.1,0.0,0.4,2.97,4.02,0.145,0.162,0.581,1.52,0.129,0.7,1.454,0.131,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187,0.111,0.065,Milk, buttermilk, dried
1095,"Milk, canned, condensed, sweetened",0.0,0,284,54.4,0,14,34,89.1,0.015,0,321,2.427,0.337,5.486,0.0,11,11,11,0,0.19,0,0,26,0.21,253,371,7.91,73,0.416,14.8,127,54.4,0,0.09,8.7,74,0.44,0.0,0.051,2.6,0.2,0.16,0.0,0.6,27.16,0.94,0.073,0.18,0.783,2.396,0.137,1.209,2.188,0.216,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282,0.167,0.097,Milk, canned," condensed, sweetened"
1096,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",0.0,0,261,10.04,0,12,29,31.8,0.016,0,134,2.335,0.245,4.591,0.0,8,8,8,0,0.19,0,0,24,0.194,203,303,6.81,64,0.316,2.3,106,10.04,0,0.047,7.56,65,0.16,0.0,0.05,1.9,2.0,0.14,0.0,0.5,74.04,0.77,0.11,0.161,0.733,2.027,0.159,0.921,2.101,0.167,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195,0.134,0.054,Milk, canned," evaporated, with added vitamin D and without added vitamin A"
1097,"Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D",0.0,0,290,11.35,0,0,4,25.2,0.016,0,78,0.062,0.006,0.121,0.0,9,9,9,0,0.29,0,0,27,0.174,195,332,7.55,118,0.309,2.5,115,11.35,0,0.045,0.2,118,0.24,0.0,0.055,1.2,2.0,0.0,0.0,0.0,79.4,0.9,0.003,0.004,0.019,0.054,0.004,0.024,0.056,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.004,0.001,Milk, canned," evaporated, nonfat, with added vitamin A and vitamin D"
