Food code,Main food description,Seq num,Ingredient code,Ingredient weight (g)
63141170,"Pineapple, canned, juice pack",1,9267,88
63141170,"Pineapple, canned, juice pack",2,9017,12
63141200,"Pineapple, frozen",1,9266,100
63143010,"Plum, raw",1,9279,100
63143110,"Plum, canned",1,9279,75
63143110,"Plum, canned",2,14429,20
63143110,"Plum, canned",3,19335,5
63145010,"Pomegranate, raw",1,9286,100
63147110,Rhubarb,1,9307,100
63147110,Rhubarb,2,19335,15
63147110,Rhubarb,3,14411,5
63148750,Tamarind,1,9322,100
63149010,"Watermelon, raw",1,9326,100
63200100,"Berries, NFS",1,9316,70
63200100,"Berries, NFS",2,9050,30
63201010,"Blackberries, raw",1,9042,100
63201600,"Blackberries, frozen",1,9048,100
63203010,"Blueberries, raw",1,9050,100
63203110,"Bluberries, canned",1,9352,100
63203600,"Blueberries, frozen",1,9054,100
63203700,Blueberry pie filling,1,44158,100
63207010,"Cranberries, raw",1,9078,100
63207110,Cranberry sauce,1,9081,100
63219000,"Raspberries, raw",1,9302,100
63219610,"Raspberries, frozen",1,9302,100
63223020,"Strawberries, raw",1,9316,100
63223110,"Strawberries, canned",1,9317,100
63223610,"Strawberries, frozen",1,9318,100
63301010,Ambrosia,1,9200,786
63301010,Ambrosia,2,9040,354
63301010,Ambrosia,3,12104,40
63301010,Ambrosia,4,19336,30
63301010,Ambrosia,5,9266,452.5
63311000,"Fruit salad, fresh or raw,  excluding citrus fruits, no dressing",1,9040,75
63311000,"Fruit salad, fresh or raw,  excluding citrus fruits, no dressing",2,9003,62.5
63311000,"Fruit salad, fresh or raw,  excluding citrus fruits, no dressing",3,9132,46
63311000,"Fruit salad, fresh or raw,  excluding citrus fruits, no dressing",4,9316,76
63311000,"Fruit salad, fresh or raw,  excluding citrus fruits, no dressing",5,9326,38
63311000,"Fruit salad, fresh or raw,  excluding citrus fruits, no dressing",6,9181,39
63311050,"Fruit salad, fresh or raw, including citrus fruits, no dressing",1,9040,75
63311050,"Fruit salad, fresh or raw, including citrus fruits, no dressing",2,9003,62.5
63311050,"Fruit salad, fresh or raw, including citrus fruits, no dressing",3,9200,90
63311050,"Fruit salad, fresh or raw, including citrus fruits, no dressing",4,9132,46
63311050,"Fruit salad, fresh or raw, including citrus fruits, no dressing",5,9316,76
63311050,"Fruit salad, fresh or raw, including citrus fruits, no dressing",6,9326,38
63311050,"Fruit salad, fresh or raw, including citrus fruits, no dressing",7,9181,39
63311110,"Fruit cocktail, canned, NFS",1,63311140,50
63311110,"Fruit cocktail, canned, NFS",2,63311170,50
63311140,"Fruit cocktail, canned, in syrup",1,9096,92
63311140,"Fruit cocktail, canned, in syrup",2,19335,8
63311170,"Fruit cocktail, canned, juice pack",1,9096,88
63311170,"Fruit cocktail, canned, juice pack",2,9017,12
63311180,"Fruit mixture, frozen",1,9318,20
63311180,"Fruit mixture, frozen",2,9236,20
63311180,"Fruit mixture, frozen",3,9176,20
63311180,"Fruit mixture, frozen",4,9266,20
63311180,"Fruit mixture, frozen",5,9181,20
63401010,Apple salad with dressing,1,11143,30
63401010,Apple salad with dressing,2,9003,250
63401010,Apple salad with dressing,3,12155,30
63401010,Apple salad with dressing,4,9132,75.5
63401010,Apple salad with dressing,5,4025,55
63401060,"Apple, candied",1,9003,75
63401060,"Apple, candied",2,19074,25
63401070,"Fruit, chocolate covered",1,9316,453.6
63401070,"Fruit, chocolate covered",2,19080,126
63402950,"Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",1,9266,82.5
63402950,"Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",2,9003,62.5
63402950,"Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",3,9040,75
63402950,"Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",4,9132,46
63402950,"Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",5,12155,30
63402950,"Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",6,4025,73.326
63402960,"Fruit salad, excluding citrus fruits, with whipped cream",1,9266,82.5
63402960,"Fruit salad, excluding citrus fruits, with whipped cream",2,9003,62.5
63402960,"Fruit salad, excluding citrus fruits, with whipped cream",3,9040,75
63402960,"Fruit salad, excluding citrus fruits, with whipped cream",4,9132,46
63402960,"Fruit salad, excluding citrus fruits, with whipped cream",5,12155,30
63402960,"Fruit salad, excluding citrus fruits, with whipped cream",6,1053,39.829
63402970,"Fruit salad, excluding citrus fruits, with nondairy whipped topping",1,9266,82.5
63402970,"Fruit salad, excluding citrus fruits, with nondairy whipped topping",2,9003,62.5
63402970,"Fruit salad, excluding citrus fruits, with nondairy whipped topping",3,9040,75
63402970,"Fruit salad, excluding citrus fruits, with nondairy whipped topping",4,9132,46
63402970,"Fruit salad, excluding citrus fruits, with nondairy whipped topping",5,12155,30
63402970,"Fruit salad, excluding citrus fruits, with nondairy whipped topping",6,1073,24.998
63402980,"Fruit salad, excluding citrus fruits, with marshmallows",1,9266,82.5
63402980,"Fruit salad, excluding citrus fruits, with marshmallows",2,9003,62.5
63402980,"Fruit salad, excluding citrus fruits, with marshmallows",3,9040,75
63402980,"Fruit salad, excluding citrus fruits, with marshmallows",4,9132,46
63402980,"Fruit salad, excluding citrus fruits, with marshmallows",5,12155,30
63402980,"Fruit salad, excluding citrus fruits, with marshmallows",6,19116,23
63402980,"Fruit salad, excluding citrus fruits, with marshmallows",7,4025,73.326
63402990,"Fruit salad, including citrus fruits, with pudding",1,9040,75
63402990,"Fruit salad, including citrus fruits, with pudding",2,9003,62.5
63402990,"Fruit salad, including citrus fruits, with pudding",3,9200,90
63402990,"Fruit salad, including citrus fruits, with pudding",4,9132,46
63402990,"Fruit salad, including citrus fruits, with pudding",5,19201,86.658
63402990,"Fruit salad, including citrus fruits, with pudding",6,12155,30
63403000,"Fruit salad, excluding citrus fruits, with pudding",1,9040,75
63403000,"Fruit salad, excluding citrus fruits, with pudding",2,9003,62.5
63403000,"Fruit salad, excluding citrus fruits, with pudding",3,9132,46
63403000,"Fruit salad, excluding citrus fruits, with pudding",4,9266,82.5
63403000,"Fruit salad, excluding citrus fruits, with pudding",5,19201,86.658
63403000,"Fruit salad, excluding citrus fruits, with pudding",6,12155,30
63403010,"Fruit salad, including citrus fruits, with salad dressing or mayonnaise",1,9200,90
63403010,"Fruit salad, including citrus fruits, with salad dressing or mayonnaise",2,9040,75
63403010,"Fruit salad, including citrus fruits, with salad dressing or mayonnaise",3,9003,62.5
63403010,"Fruit salad, including citrus fruits, with salad dressing or mayonnaise",4,9132,46
63403010,"Fruit salad, including citrus fruits, with salad dressing or mayonnaise",5,4025,73.326
63403010,"Fruit salad, including citrus fruits, with salad dressing or mayonnaise",6,12155,30
63403020,"Fruit salad, including citrus fruit, with whipped cream",1,9040,75
63403020,"Fruit salad, including citrus fruit, with whipped cream",2,9003,62.5
63403020,"Fruit salad, including citrus fruit, with whipped cream",3,9200,90
63403020,"Fruit salad, including citrus fruit, with whipped cream",4,9132,46
63403020,"Fruit salad, including citrus fruit, with whipped cream",5,1053,39.829
63403020,"Fruit salad, including citrus fruit, with whipped cream",6,12155,30
63403030,"Fruit salad, including citrus fruits, with nondairy whipped topping",1,9040,75
63403030,"Fruit salad, including citrus fruits, with nondairy whipped topping",2,9200,90
63403030,"Fruit salad, including citrus fruits, with nondairy whipped topping",3,9003,62.5
63403030,"Fruit salad, including citrus fruits, with nondairy whipped topping",4,9132,46
63403030,"Fruit salad, including citrus fruits, with nondairy whipped topping",5,1073,24.998
63403030,"Fruit salad, including citrus fruits, with nondairy whipped topping",6,12155,30
63403040,"Fruit salad, including citrus fruits, with marshmallows",1,9040,75
63403040,"Fruit salad, including citrus fruits, with marshmallows",2,9003,62.5
63403040,"Fruit salad, including citrus fruits, with marshmallows",3,9200,90
63403040,"Fruit salad, including citrus fruits, with marshmallows",4,9132,46
63403040,"Fruit salad, including citrus fruits, with marshmallows",5,19116,23
63403040,"Fruit salad, including citrus fruits, with marshmallows",6,12155,30
63403040,"Fruit salad, including citrus fruits, with marshmallows",7,4025,73.326
63403150,Lime souffle,1,19335,150
63403150,Lime souffle,2,1123,250
63403150,Lime souffle,3,9156,2
63403150,Lime souffle,4,9160,62
63403150,Lime souffle,5,12142,49.5
63409010,"Guacamole, NFS",1,9037,400
63409010,"Guacamole, NFS",2,11282,5
63409010,"Guacamole, NFS",3,9152,5
63409010,"Guacamole, NFS",4,2047,3.6
63409015,Guacamole with tomatoes,1,9037,400
63409015,Guacamole with tomatoes,2,11282,5
63409015,Guacamole with tomatoes,3,9152,5
63409015,Guacamole with tomatoes,4,2047,3.6
63409015,Guacamole with tomatoes,5,11529,35
63409020,Chutney,1,19297,88
63409020,Chutney,2,2053,10
63409020,Chutney,3,2047,2
63413010,Pineapple salad with dressing,1,9266,165
63413010,Pineapple salad with dressing,2,4025,13.75
63413010,Pineapple salad with dressing,3,11252,5
63415100,"Soup, fruit",1,9219,20
63415100,"Soup, fruit",2,9326,20
63415100,"Soup, fruit",3,63200100,20
63415100,"Soup, fruit",4,9181,20
63415100,"Soup, fruit",5,14411,20
63420105,Frozen fruit juice bar,1,19263,50
63420105,Frozen fruit juice bar,2,43346,50
63420105,Frozen fruit juice bar,3,19335,5
63420205,"Frozen fruit juice bar, no sugar added",1,43514,90
63420205,"Frozen fruit juice bar, no sugar added",2,19263,10
63430150,Sorbet,1,19263,50
63430150,Sorbet,2,19280,50
63430150,Sorbet,3,19335,1
64100100,"Fruit juice, NFS",1,61210000,25
64100100,"Fruit juice, NFS",2,64104010,25
64100100,"Fruit juice, NFS",3,64116020,25
64100100,"Fruit juice, NFS",4,64100200,25
64100110,"Fruit juice blend, 100% juice",1,9443,100
64100200,"Cranberry juice blend, 100% juice",1,9443,75
64100200,"Cranberry juice blend, 100% juice",2,43382,25
64100220,"Cranberry juice blend, 100% juice, with calcium added",1,9522,100
64101010,Apple cider,1,9016,100
64104010,"Apple juice, 100%",1,9016,25
64104010,"Apple juice, 100%",2,9400,75
64104030,"Apple juice, 100%, with calcium added",1,9517,100
64104600,"Blackberry juice, 100%",1,9043,100
64104610,Blueberry juice,1,9050,65
64104610,Blueberry juice,2,14429,35
64105400,"Cranberry juice, 100%, not a blend",1,43382,100
64116020,"Grape juice, 100%",1,9130,50
64116020,"Grape juice, 100%",2,100266,50
64116060,"Grape juice, 100%, with calcium added",1,9512,100
64120010,"Papaya juice, 100%",1,9229,100
64121000,"Passion fruit juice, 100%",1,9232,100
64124020,"Pineapple juice, 100%",1,9409,100
64126000,"Pomegranate juice, 100%",1,9442,100
64132010,"Prune juice, 100%",1,9294,100
64132500,"Strawberry juice, 100%",1,9043,100
64133100,"Watermelon juice, 100%",1,9326,100
64134015,"Fruit smoothie, with whole fruit, no dairy",1,9318,149
64134015,"Fruit smoothie, with whole fruit, no dairy",2,9054,150
64134015,"Fruit smoothie, with whole fruit, no dairy",3,9040,118
64134015,"Fruit smoothie, with whole fruit, no dairy",4,61210000,248
64134020,"Fruit smoothie, with whole fruit, no dairy, added protein",1,9318,149
64134020,"Fruit smoothie, with whole fruit, no dairy, added protein",2,9054,150
64134020,"Fruit smoothie, with whole fruit, no dairy, added protein",3,9040,118
64134020,"Fruit smoothie, with whole fruit, no dairy, added protein",4,61210000,248
64134020,"Fruit smoothie, with whole fruit, no dairy, added protein",5,14066,52
64134025,"Fruit smoothie, with whole fruit, non-dairy",1,9318,149
64134025,"Fruit smoothie, with whole fruit, non-dairy",2,9054,150
64134025,"Fruit smoothie, with whole fruit, non-dairy",3,9040,118
64134025,"Fruit smoothie, with whole fruit, non-dairy",4,43476,226.61
64134025,"Fruit smoothie, with whole fruit, non-dairy",5,11300100,244
64134030,"Fruit smoothie juice drink, no dairy",1,9318,149
64134030,"Fruit smoothie juice drink, no dairy",2,9040,118
64134030,"Fruit smoothie juice drink, no dairy",3,61210000,248
64134030,"Fruit smoothie juice drink, no dairy",4,19335,2.083
64134030,"Fruit smoothie juice drink, no dairy",5,14429,55.5
64134100,"Fruit smoothie, light",1,9318,149
64134100,"Fruit smoothie, light",2,9054,150
64134100,"Fruit smoothie, light",3,9040,118
64134100,"Fruit smoothie, light",4,1117,254
64134100,"Fruit smoothie, light",5,1085,244
64134200,"Fruit smoothie, bottled",1,9531,100
64200100,"Fruit nectar, NFS",1,9436,100
64201010,Apricot nectar,1,9036,100
64201500,Banana nectar,1,9040,35
64201500,Banana nectar,2,19335,10
64201500,Banana nectar,3,14429,55
64202010,Cantaloupe nectar,1,9181,40
64202010,Cantaloupe nectar,2,19335,12.5
64202010,Cantaloupe nectar,3,14429,48
64203020,Guava nectar,1,9519,100
64204010,Mango nectar,1,9436,100
64205010,Peach nectar,1,9251,100
64210010,Papaya nectar,1,9229,100
64213010,Passion fruit nectar,1,9232,40
64213010,Passion fruit nectar,2,19335,12
64213010,Passion fruit nectar,3,14429,48
64215010,Pear nectar,1,9262,100
64221010,"Soursop, nectar",1,9434,100
64401000,Vinegar,1,2048,100
67100000,"Baby Toddler fruit, NFS",1,43546,50
67100000,"Baby Toddler fruit, NFS",2,3116,30
67100000,"Baby Toddler fruit, NFS",3,3132,10
67100000,"Baby Toddler fruit, NFS",4,3130,10
67100100,"Baby Toddler multiple fruit, Stage 2",1,67100000,100
67100105,"Baby Toddler multiple fruit, Stage 3",1,67100000,100
67100250,"Baby Toddler fruit, with grain",1,67100000,96
67100250,"Baby Toddler fruit, with grain",2,57820300,1
67100250,"Baby Toddler fruit, with grain",3,8120,3
67100260,"Baby Toddler fruit, with yogurt",1,67100000,60
67100260,"Baby Toddler fruit, with yogurt",2,11480010,20
67100260,"Baby Toddler fruit, with yogurt",3,11480100,20
67100350,"Baby Toddler fruit and vegetables, Stage 2",1,67100000,60
67100350,"Baby Toddler fruit and vegetables, Stage 2",2,76000000,40
67100360,"Baby Toddler fruit and vegetables, Stage 3",1,67100000,60
67100360,"Baby Toddler fruit and vegetables, Stage 3",2,76000000,40
67100450,"Baby Toddler fruit and vegetables, with grain",1,67100000,48
67100450,"Baby Toddler fruit and vegetables, with grain",2,76000000,48
67100450,"Baby Toddler fruit and vegetables, with grain",3,57806050,1
67100450,"Baby Toddler fruit and vegetables, with grain",4,8120,3
67100460,"Baby Toddler fruit and vegetables, with yogurt",1,67100000,30
67100460,"Baby Toddler fruit and vegetables, with yogurt",2,76000000,30
67100460,"Baby Toddler fruit and vegetables, with yogurt",3,11480010,20
67100460,"Baby Toddler fruit and vegetables, with yogurt",4,11480100,20
67100470,"Baby Toddler fruit, vegetables, and meat",1,67100000,43
67100470,"Baby Toddler fruit, vegetables, and meat",2,76000000,43
67100470,"Baby Toddler fruit, vegetables, and meat",3,20000300,10
67100470,"Baby Toddler fruit, vegetables, and meat",4,57806050,1
67100470,"Baby Toddler fruit, vegetables, and meat",5,8120,3
67100480,Baby Toddler fruit and meat,1,67100000,86
67100480,Baby Toddler fruit and meat,2,20000300,10
67100480,Baby Toddler fruit and meat,3,57820300,1
67100480,Baby Toddler fruit and meat,4,8120,3
67102010,"Baby Toddler apples, Stage 1",1,3116,100
67102030,"Baby Toddler apples, Stage 2",1,3117,100
67105030,"Baby Toddler bananas, Stage 1",1,43546,100
67105040,"Baby Toddler bananas, Stage 2",1,43546,100
67108010,"Baby Toddler peaches, Stage 1",1,3130,100
67108040,"Baby Toddler peaches, Stage 2",1,3131,100
67109010,"Baby Toddler pears, Stage 1",1,3132,100
67109040,"Baby Toddler pears, Stage 2",1,3133,100
67110000,Baby Toddler prunes,1,3139,100
67110100,Baby Toddler mangoes,1,9176,100
67201000,"Baby Toddler juice, NFS",1,67202000,100
67202000,"Baby Toddler juice, apple",1,3166,100
67203800,"Baby Toddler juice, grape",1,44074,100
67204000,"Baby Toddler juice, mixed fruit",1,67202000,100
67212000,"Baby Toddler juice, pear",1,43408,100
67230600,"Baby Toddler juice, fruit and vegetable",1,42266,100
67250150,"Baby Toddler juice, fruit and yogurt blend",1,67100000,60
67250150,"Baby Toddler juice, fruit and yogurt blend",2,11480010,30
67250150,"Baby Toddler juice, fruit and yogurt blend",3,67201000,10
67408010,Baby Toddler pudding,1,3246,100
67430500,Baby Toddler yogurt melts,1,3302,100
71000100,"Potato, NFS",1,71103000,100
71100100,"Potato, baked, NFS",1,71101000,285
71101000,"Potato, baked, peel not eaten",1,11363,285
71101000,"Potato, baked, peel not eaten",2,2047,1.3
71102980,"Potato, boiled, NFS",1,71103000,100
71102990,"Potato, boiled, ready-to-heat",1,11363,100
71102990,"Potato, boiled, ready-to-heat",2,2047,0.4
71102990,"Potato, boiled, ready-to-heat",3,81200100,5
71103000,"Potato, boiled, from fresh, peel not eaten, NS as to fat",1,11363,100
71103000,"Potato, boiled, from fresh, peel not eaten, NS as to fat",2,2047,0.4
71103000,"Potato, boiled, from fresh, peel not eaten, NS as to fat",3,81200100,5
71103010,"Potato, boiled, from fresh, peel not eaten, no added fat",1,11363,100
71103010,"Potato, boiled, from fresh, peel not eaten, no added fat",2,2047,0.4
71103020,"Potato, boiled, from fresh, peel not eaten, fat added, NS as to fat type",1,11363,100
71103020,"Potato, boiled, from fresh, peel not eaten, fat added, NS as to fat type",2,2047,0.4
71103020,"Potato, boiled, from fresh, peel not eaten, fat added, NS as to fat type",3,81200100,5
71103030,"Potato, boiled, from fresh, peel not eaten, made with oil",1,11363,100
71103030,"Potato, boiled, from fresh, peel not eaten, made with oil",2,2047,0.4
71103030,"Potato, boiled, from fresh, peel not eaten, made with oil",3,82101000,5
71103040,"Potato, boiled, from fresh, peel not eaten, made with butter",1,11363,100
71103040,"Potato, boiled, from fresh, peel not eaten, made with butter",2,2047,0.4
71103040,"Potato, boiled, from fresh, peel not eaten, made with butter",3,1001,5
71103050,"Potato, boiled, from fresh, peel not eaten, made with margarine",1,11363,100
71103050,"Potato, boiled, from fresh, peel not eaten, made with margarine",2,2047,0.4
71103050,"Potato, boiled, from fresh, peel not eaten, made with margarine",3,81102000,5
71103105,"Potato, boiled, from fresh, peel eaten, NS as to fat",1,11674,100
71103105,"Potato, boiled, from fresh, peel eaten, NS as to fat",2,2047,0.4
71103105,"Potato, boiled, from fresh, peel eaten, NS as to fat",3,81200100,5
71103115,"Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type",1,11674,100
71103115,"Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type",2,2047,0.4
71103115,"Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type",3,81200100,5
71103125,"Potato, boiled, from fresh,  peel eaten, no added fat",1,11674,100
71103125,"Potato, boiled, from fresh,  peel eaten, no added fat",2,2047,0.4
71103135,"Potato, boiled, from fresh, peel eaten, made with oil",1,11674,100
71103135,"Potato, boiled, from fresh, peel eaten, made with oil",2,2047,0.4
71103135,"Potato, boiled, from fresh, peel eaten, made with oil",3,82101000,5
71103140,"Potato, boiled, from fresh, peel eaten, made with butter",1,11674,100
71103140,"Potato, boiled, from fresh, peel eaten, made with butter",2,2047,0.4
71103140,"Potato, boiled, from fresh, peel eaten, made with butter",3,1001,5
71103150,"Potato, boiled, from fresh, peel eaten, made with margarine",1,11674,100
71103150,"Potato, boiled, from fresh, peel eaten, made with margarine",2,2047,0.4
71103150,"Potato, boiled, from fresh, peel eaten, made with margarine",3,81102000,5
71103300,"Potato, canned, NS as to fat",1,43311,100
71103300,"Potato, canned, NS as to fat",2,2047,0.4
71103300,"Potato, canned, NS as to fat",3,81200100,5
71103310,"Potato, canned, fat added, NS as to fat type",1,43311,100
71103310,"Potato, canned, fat added, NS as to fat type",2,2047,0.4
71103310,"Potato, canned, fat added, NS as to fat type",3,81200100,5
71103320,"Potato, canned, no added fat",1,43311,100
71103320,"Potato, canned, no added fat",2,2047,0.4
71104030,"Potato, roasted, NFS",1,71104100,100
71104040,"Potato, roasted, from fresh, peel eaten, NS as to fat",1,11674,100
71104040,"Potato, roasted, from fresh, peel eaten, NS as to fat",2,2047,0.4
71104040,"Potato, roasted, from fresh, peel eaten, NS as to fat",3,81200100,5
71104050,"Potato, roasted, from fresh, peel eaten, no added fat",1,11674,100
71104050,"Potato, roasted, from fresh, peel eaten, no added fat",2,2047,0.4
71104060,"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type",1,11674,100
71104060,"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type",2,2047,0.4
71104060,"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type",3,81200100,5
71104070,"Potato, roasted, from fresh, peel eaten, made with oil",1,11674,100
71104070,"Potato, roasted, from fresh, peel eaten, made with oil",2,2047,0.4
71104070,"Potato, roasted, from fresh, peel eaten, made with oil",3,82101000,5
71104080,"Potato, roasted, from fresh, peel eaten, made with butter",1,11674,100
71104080,"Potato, roasted, from fresh, peel eaten, made with butter",2,2047,0.4
71104080,"Potato, roasted, from fresh, peel eaten, made with butter",3,1001,5
71104090,"Potato, roasted, from fresh, peel eaten, made with margarine",1,11674,100
71104090,"Potato, roasted, from fresh, peel eaten, made with margarine",2,2047,0.4
71104090,"Potato, roasted, from fresh, peel eaten, made with margarine",3,81102000,5
71104100,"Potato, roasted, from fresh, peel not eaten, NS as to fat",1,11363,100
71104100,"Potato, roasted, from fresh, peel not eaten, NS as to fat",2,2047,0.4
71104100,"Potato, roasted, from fresh, peel not eaten, NS as to fat",3,81200100,5
71104110,"Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type",1,11363,100
71104110,"Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type",2,2047,0.4
71104110,"Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type",3,81200100,5
71104120,"Potato, roasted, from fresh, peel not eaten, no added fat",1,11363,100
71104120,"Potato, roasted, from fresh, peel not eaten, no added fat",2,2047,0.4
71104130,"Potato, roasted, from fresh, peel not eaten, made with oil",1,11363,100
71104130,"Potato, roasted, from fresh, peel not eaten, made with oil",2,2047,0.4
71104130,"Potato, roasted, from fresh, peel not eaten, made with oil",3,82101000,5
71104140,"Potato, roasted, from fresh, peel not eaten, made with butter",1,11363,100
71104140,"Potato, roasted, from fresh, peel not eaten, made with butter",2,2047,0.4
71104140,"Potato, roasted, from fresh, peel not eaten, made with butter",3,1001,5
71104150,"Potato, roasted, from fresh, peel not eaten, made with margarine",1,11363,100
71104150,"Potato, roasted, from fresh, peel not eaten, made with margarine",2,2047,0.4
71104150,"Potato, roasted, from fresh, peel not eaten, made with margarine",3,81102000,5
71104200,"Potato, roasted, ready-to-heat",1,11363,100
71104200,"Potato, roasted, ready-to-heat",2,2047,0.4
71104200,"Potato, roasted, ready-to-heat",3,81200100,5
71106000,"Stewed potatoes, Puerto Rican style",1,11367,453.6
71106000,"Stewed potatoes, Puerto Rican style",2,74410110,75
71106000,"Stewed potatoes, Puerto Rican style",3,2047,3
71106010,"Potato only from Puerto Rican mixed dishes, gravy and other components reported separately",1,11367,156
71106010,"Potato only from Puerto Rican mixed dishes, gravy and other components reported separately",2,2047,0.96
71106020,"Potato from Puerto Rican style stuffed pot roast, with gravy",1,11367,156
71106020,"Potato from Puerto Rican style stuffed pot roast, with gravy",2,6116,90
71106050,"Potato from Puerto Rican beef stew, with gravy",1,11367,156
71106050,"Potato from Puerto Rican beef stew, with gravy",2,6116,90
71106070,"Potato from Puerto Rican chicken fricassee, with sauce",1,11367,156
71106070,"Potato from Puerto Rican chicken fricassee, with sauce",2,6119,90
71200010,"Potato chips, NFS",1,71200100,100
71200100,"Potato chips, plain",1,19411,100
71200110,"Potato chips, barbecue flavored",1,19042,100
71200120,"Potato chips, sour cream and onion flavored",1,19042,100
71200130,"Potato chips, cheese flavored",1,19042,100
71200140,"Potato chips, other flavored",1,19042,100
71200200,"Potato chips, ruffled, plain",1,19411,100
71200210,"Potato chips, ruffled, barbecue flavored",1,19042,100
71200220,"Potato chips, ruffled, sour cream and onion flavored",1,19042,100
71200230,"Potato chips, ruffled, cheese flavored",1,19042,100
71200240,"Potato chips, ruffled, other flavored",1,19042,100
71200300,"Potato chips, restructured, plain",1,19410,100
71200300,"Potato chips, restructured, plain",2,2047,0.3
71200310,"Potato chips, restructured, flavored",1,19410,100
71200310,"Potato chips, restructured, flavored",2,2047,0.6
71200400,"Potato chips, baked, plain",1,42283,100
71200410,"Potato chips, baked, flavored",1,42283,100
71200410,"Potato chips, baked, flavored",2,2047,0.5
71201050,"Potato chips, reduced fat",1,19823,100
71201050,"Potato chips, reduced fat",2,2047,1
71201200,"Potato chips, restructured, reduced fat, lightly salted",1,19045,100
71202000,"Potato chips, unsalted",1,19823,88
71202000,"Potato chips, unsalted",2,4518,12
71202500,"Potato chips, lightly salted",1,25064,100
71202500,"Potato chips, lightly salted",2,2047,0.2
71202510,"Potato chips, restructured, lightly salted",1,25064,100
71202510,"Potato chips, restructured, lightly salted",2,2047,0.2
71203010,"Potato chips, popped, plain",1,42283,100
71203020,"Potato chips, popped, flavored",1,42283,100
71203020,"Potato chips, popped, flavored",2,2047,0.5
71203030,"Potato chips, popped, NFS",1,71203010,100
71205020,"Potato sticks, plain",1,19415,100
71205030,"Potato sticks, flavored",1,19415,100
71205030,"Potato sticks, flavored",2,2047,1
71205040,"Potato sticks, fry shaped",1,19415,100
71205040,"Potato sticks, fry shaped",2,2047,1
71220000,Vegetable chips,1,25040,50
71220000,Vegetable chips,2,25030,50
71305015,"Potato, scalloped, NFS",1,71305030,100
71305020,"Potato, scalloped, from fast food or restaurant",1,11363,100
71305020,"Potato, scalloped, from fast food or restaurant",2,20081,5
71305020,"Potato, scalloped, from fast food or restaurant",3,1049,60
71305020,"Potato, scalloped, from fast food or restaurant",4,81100000,13
71305020,"Potato, scalloped, from fast food or restaurant",5,2047,1.3
71305020,"Potato, scalloped, from fast food or restaurant",6,1009,45
71305030,"Potato, scalloped, from fresh",1,11363,100
71305030,"Potato, scalloped, from fresh",2,20081,3
71305030,"Potato, scalloped, from fresh",3,11100000,50
71305030,"Potato, scalloped, from fresh",4,81100000,4
71305030,"Potato, scalloped, from fresh",5,2047,0.8
71305030,"Potato, scalloped, from fresh",6,1009,45
71305040,"Potato, scalloped, from fresh, with meat",1,11363,100
71305040,"Potato, scalloped, from fresh, with meat",2,20081,3
71305040,"Potato, scalloped, from fresh, with meat",3,11100000,50
71305040,"Potato, scalloped, from fresh, with meat",4,81100000,7
71305040,"Potato, scalloped, from fresh, with meat",5,2047,0.8
71305040,"Potato, scalloped, from fresh, with meat",6,1009,45
71305040,"Potato, scalloped, from fresh, with meat",7,10879,8
71305050,"Potato, scalloped, from dry mix",1,11363,100
71305050,"Potato, scalloped, from dry mix",2,20081,5
71305050,"Potato, scalloped, from dry mix",3,11100000,60
71305050,"Potato, scalloped, from dry mix",4,81100000,6
71305050,"Potato, scalloped, from dry mix",5,2047,1.4
71305050,"Potato, scalloped, from dry mix",6,1009,45
71305060,"Potato, scalloped, from dry mix, with meat",1,11363,100
71305060,"Potato, scalloped, from dry mix, with meat",2,20081,5
71305060,"Potato, scalloped, from dry mix, with meat",3,11100000,60
71305060,"Potato, scalloped, from dry mix, with meat",4,81100000,6
71305060,"Potato, scalloped, from dry mix, with meat",5,2047,1.4
71305060,"Potato, scalloped, from dry mix, with meat",6,1009,45
71305060,"Potato, scalloped, from dry mix, with meat",7,10879,8
71305070,"Potato, scalloped, ready-to-heat",1,11363,100
71305070,"Potato, scalloped, ready-to-heat",2,20081,5
71305070,"Potato, scalloped, ready-to-heat",3,11100000,60
71305070,"Potato, scalloped, ready-to-heat",4,81100000,10
71305070,"Potato, scalloped, ready-to-heat",5,2047,1.3
71305070,"Potato, scalloped, ready-to-heat",6,1009,45
71305080,"Potato, scalloped, ready-to-heat, with meat",1,11363,100
71305080,"Potato, scalloped, ready-to-heat, with meat",2,20081,5
71305080,"Potato, scalloped, ready-to-heat, with meat",3,11100000,60
