Food code,Main food description,Seq num,Ingredient code,Ingredient weight (g)
27320340,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6,82101000,4
27320340,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",7,2047,0.5
27320350,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",1,10027,15
27320350,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",2,11549,30
27320350,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",3,20045,50
27320350,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",4,11179,10
27320350,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",5,11061,10
27320350,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",6,82101000,4
27320350,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",7,2047,0.5
27320410,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",1,10136,15
27320410,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",2,82101000,2.75
27320410,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",3,11367,50
27320410,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",4,11179,10
27320410,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",5,11061,10
27320410,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",6,2047,0.4
27320450,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",1,10136,15
27320450,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",2,82101000,3.5
27320450,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",3,11367,50
27320450,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",4,11131,10
27320450,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",5,11093,10
27320450,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",6,2047,0.4
27320500,Sweet and sour pork with rice,1,22201400,453.6
27320500,Sweet and sour pork with rice,2,82101000,35
27320500,Sweet and sour pork with rice,3,11215,3
27320500,Sweet and sour pork with rice,4,9266,113
27320500,Sweet and sour pork with rice,5,11413,7.458
27320500,Sweet and sour pork with rice,6,14429,59.25
27320500,Sweet and sour pork with rice,7,9409,62
27320500,Sweet and sour pork with rice,8,2048,45
27320500,Sweet and sour pork with rice,9,19335,50
27320500,Sweet and sour pork with rice,10,2047,1.5
27320500,Sweet and sour pork with rice,11,16123,10.625
27320500,Sweet and sour pork with rice,12,11935,34
27320500,Sweet and sour pork with rice,13,6971,8.594
27320500,Sweet and sour pork with rice,14,11283,125
27320500,Sweet and sour pork with rice,15,11334,73
27320500,Sweet and sour pork with rice,16,20045,210.14
27330050,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",1,17002,15
27330050,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",2,6119,30
27330050,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3,20045,50
27330050,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",4,11179,10
27330050,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",5,11061,10
27330050,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",6,82101000,2
27330050,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",7,2047,0.56
27330060,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",1,17002,15
27330060,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",2,11549,30
27330060,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3,20045,50
27330060,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",4,11131,10
27330060,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",5,11093,10
27330060,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6,82101000,2.5
27330060,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",7,2047,0.5
27330080,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy",1,17002,15
27330080,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy",2,6119,30
27330080,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy",3,20045,50
27330080,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy",4,11131,10
27330080,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy",5,11093,10
27330080,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy",6,82101000,2
27330080,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy",7,2047,0.56
27330170,Stuffed grape leaves with lamb and rice,1,11282,110
27330170,Stuffed grape leaves with lamb and rice,2,17224,453.6
27330170,Stuffed grape leaves with lamb and rice,3,11215,6
27330170,Stuffed grape leaves with lamb and rice,4,82104000,42
27330170,Stuffed grape leaves with lamb and rice,5,11297,30.4
27330170,Stuffed grape leaves with lamb and rice,6,2047,1.5
27330170,Stuffed grape leaves with lamb and rice,7,2042,0.25
27330170,Stuffed grape leaves with lamb and rice,8,12147,16.875
27330170,Stuffed grape leaves with lamb and rice,9,20044,92.5
27330170,Stuffed grape leaves with lamb and rice,10,11974,340.2
27330170,Stuffed grape leaves with lamb and rice,11,14411,118.5
27330170,Stuffed grape leaves with lamb and rice,12,43365,122
27330170,Stuffed grape leaves with lamb and rice,13,82104000,112
27330210,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",1,11584,91
27330210,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",2,11367,167
27330210,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3,17060,85.05
27330210,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",4,11549,80.313
27330210,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",5,2047,1.8
27331150,"Veal fricassee, Puerto Rican style",1,17094,710
27331150,"Veal fricassee, Puerto Rican style",2,2047,9
27331150,"Veal fricassee, Puerto Rican style",3,11333,42
27331150,"Veal fricassee, Puerto Rican style",4,11282,70
27331150,"Veal fricassee, Puerto Rican style",5,4518,56
27331150,"Veal fricassee, Puerto Rican style",6,11529,83
27331150,"Veal fricassee, Puerto Rican style",7,11549,128.5
27331150,"Veal fricassee, Puerto Rican style",8,11352,315
27331150,"Veal fricassee, Puerto Rican style",9,14411,59.25
27331150,"Veal fricassee, Puerto Rican style",10,2048,15
27331150,"Veal fricassee, Puerto Rican style",11,10141,56.7
27331150,"Veal fricassee, Puerto Rican style",12,75510030,24
27331150,"Veal fricassee, Puerto Rican style",13,11215,6
27331150,"Veal fricassee, Puerto Rican style",14,2054,15
27335500,"Stewed rabbit, Puerto Rican style,",1,17179,1134
27335500,"Stewed rabbit, Puerto Rican style,",2,11215,2.8
27335500,"Stewed rabbit, Puerto Rican style,",3,11282,110
27335500,"Stewed rabbit, Puerto Rican style,",4,11549,192.75
27335500,"Stewed rabbit, Puerto Rican style,",5,2047,18
27335500,"Stewed rabbit, Puerto Rican style,",6,82104000,168
27335500,"Stewed rabbit, Puerto Rican style,",7,2048,45
27335500,"Stewed rabbit, Puerto Rican style,",8,9195,30.6
27335500,"Stewed rabbit, Puerto Rican style,",9,11352,680.4
27335500,"Stewed rabbit, Puerto Rican style,",10,14553,180
27335500,"Stewed rabbit, Puerto Rican style,",11,2054,21
27336100,"Venison or deer stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",1,17346,255.15
27336100,"Venison or deer stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",2,11124,144
27336100,"Venison or deer stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3,11282,110
27336100,"Venison or deer stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",4,11304,96.715
27336100,"Venison or deer stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",5,11531,105
27336100,"Venison or deer stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6,11352,426
27336100,"Venison or deer stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",7,14411,237
27336100,"Venison or deer stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",8,2047,5.5
27336100,"Venison or deer stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",9,11540,248
27336200,"Venison or deer, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",1,17346,15
27336200,"Venison or deer, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",2,6119,30
27336200,"Venison or deer, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",3,11367,50
27336200,"Venison or deer, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",4,11131,10
27336200,"Venison or deer, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",5,11093,10
27336200,"Venison or deer, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",6,82101000,6
27336200,"Venison or deer, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",7,2047,0.6
27336250,"Venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",1,17346,15
27336250,"Venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",2,6119,30
27336250,"Venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3,11367,50
27336250,"Venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",4,11179,10
27336250,"Venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",5,11061,10
27336250,"Venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",6,82101000,5.5
27336250,"Venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",7,2047,0.6
27336300,"Venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",1,17346,15
27336300,"Venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",2,20110,50
27336300,"Venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3,11549,30
27336300,"Venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",4,11131,10
27336300,"Venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",5,11093,10
27336300,"Venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6,82101000,4
27336300,"Venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",7,2047,0.5
27336310,"Venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",1,17346,15
27336310,"Venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",2,11549,30
27336310,"Venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",3,20110,50
27336310,"Venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",4,11179,10
27336310,"Venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",5,11061,10
27336310,"Venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",6,82101000,4
27336310,"Venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",7,2047,0.5
27341000,"Chicken or turkey, potatoes, corn, and cheese, with gravy",1,21139,210
27341000,"Chicken or turkey, potatoes, corn, and cheese, with gravy",2,11179,109
27341000,"Chicken or turkey, potatoes, corn, and cheese, with gravy",3,5324,100
27341000,"Chicken or turkey, potatoes, corn, and cheese, with gravy",4,6119,102
27341000,"Chicken or turkey, potatoes, corn, and cheese, with gravy",5,1042,14
27341000,"Chicken or turkey, potatoes, corn, and cheese, with gravy",6,2047,0.3
27341010,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",1,24102070,15
27341010,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",2,82101000,4
27341010,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",3,11367,50
27341010,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",4,11131,10
27341010,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",5,11093,10
27341010,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",6,2047,0.6
27341020,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",1,24102070,15
27341020,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",2,82101000,3.75
27341020,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",3,11367,50
27341020,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",4,11179,10
27341020,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",5,11061,10
27341020,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",6,2047,0.64
27341025,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",1,24102070,15
27341025,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",2,11367,50
27341025,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",3,11131,10
27341025,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",4,11093,10
27341025,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",5,6119,30
27341025,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",6,82101000,6
27341025,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",7,2047,0.56
27341030,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",1,24102070,15
27341030,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",2,6119,30
27341030,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3,11367,50
27341030,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",4,11179,10
27341030,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",5,11061,10
27341030,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",6,82101000,6
27341030,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",7,2047,0.56
27341035,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,24102070,15
27341035,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",2,6043,30
27341035,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",3,11100000,10
27341035,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",4,11367,50
27341035,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",5,11093,10
27341035,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",6,11131,10
27341035,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",7,82101000,6
27341035,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",8,2047,0.4
27341040,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,24102070,15
27341040,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",2,6043,30
27341040,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",3,11100000,10
27341040,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",4,11367,50
27341040,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",5,11179,10
27341040,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",6,11061,10
27341040,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",7,82101000,5.5
27341040,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",8,2047,0.4
27341045,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",1,24102070,15
27341045,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",2,1164,30
27341045,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",3,11367,50
27341045,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",4,11131,10
27341045,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",5,11093,10
27341045,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",6,82101000,1
27341045,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",7,2047,0.44
27341050,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",1,24102070,15
27341050,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",2,1164,30
27341050,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",3,11367,50
27341050,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",4,11179,10
27341050,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",5,11061,10
27341050,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",6,82101000,1
27341050,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",7,2047,0.44
27341055,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",1,24102070,15
27341055,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",2,11549,30
27341055,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3,11367,50
27341055,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",4,11131,10
27341055,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",5,11093,10
27341055,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6,82101000,7
27341055,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",7,2047,0.5
27341060,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",1,24102070,15
27341060,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",2,11549,30
27341060,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",3,11367,50
27341060,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",4,11179,10
27341060,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",5,11061,10
27341060,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",6,82101000,7
27341060,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",7,2047,0.5
27341310,"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",1,24102070,252
27341310,"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",2,11124,165
27341310,"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",3,11352,300
27341310,"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",4,11143,90
27341310,"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",5,2047,6
27341310,"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",6,2030,0.263
27341310,"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",7,14411,474
27341310,"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",8,20081,23.438
27341310,"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",9,11282,160
27341310,"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",10,75115000,70
27341310,"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",11,82101000,14
27341520,"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato- based sauce",1,24102070,252
27341520,"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato- based sauce",2,11313,216
27341520,"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato- based sauce",3,11352,300
27341520,"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato- based sauce",4,11143,90
27341520,"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato- based sauce",5,2047,6
27341520,"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato- based sauce",6,2030,0.263
27341520,"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato- based sauce",7,11531,480
27341520,"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato- based sauce",8,20081,23.438
27341520,"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato- based sauce",9,11282,160
27341520,"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato- based sauce",10,75115000,70
27341520,"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato- based sauce",11,82101000,14
27343010,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",1,24102070,15
27343010,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",2,82101000,2.5
27343010,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",3,20110,50
27343010,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",4,11131,10
27343010,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",5,11093,10
27343010,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",6,2047,0.6
27343020,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",1,24102070,15
27343020,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",2,82101000,2.45
27343020,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",3,20110,50
27343020,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",4,11179,10
27343020,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",5,11061,10
27343020,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",6,2047,0.62
27343410,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",1,24102070,15
27343410,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",2,6119,30
27343410,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",3,20110,50
27343410,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",4,11131,10
27343410,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",5,11093,10
27343410,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",6,82101000,3.5
27343410,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",7,2047,0.52
27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",1,24102070,15
27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",2,6119,30
27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3,20110,50
27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",4,11179,10
27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",5,11061,10
27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",6,82101000,3
27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",7,2047,0.56
27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",1,24102070,15
27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",2,6043,30
27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",3,11100000,10
